q3;qualifyId
1:14.105;357
1:14.230;358
1:26.072;369
1:26.493;370
1:26.556;371
1:26.755;372
1:27.347;373
1:27.634;374
1:27.934;375
1:28.404;376
1:28.692;377
1:28.871;378
1:35.043;391
1:35.310;392
1:35.479;393
1:36.045;394
1:36.543;395
1:36.829;396
1:36.839;397
1:36.902;398
1:37.078;399
1:37.345;400
1:32.652;413
1:32.935;414
1:33.131;415
1:33.192;416
1:33.404;417
1:33.710;418
1:34.056;419
1:34.106;420
1:34.154;421
1:34.399;422
1:21.421;435
1:21.451;436
1:21.723;437
1:21.785;438
1:22.253;439
1:22.324;440
1:22.389;441
1:22.568;442
1:22.749;443
1:22.881;444
1:15.726;457
1:15.905;458
1:15.967;459
1:16.285;460
1:16.439;461
1:16.784;462
1:16.832;463
1:16.955;464
1:17.498;465
1:17.939;466
1:15.707;479
1:16.163;480
1:16.266;481
1:16.411;482
1:16.570;483
1:16.913;484
1:16.919;485
1:16.993;486
1:17.229;487
1:17.747;488
1:12.331;501
1:12.500;502
1:12.703;503
1:12.839;504
1:12.847;505
1:13.308;506
1:13.513;507
1:13.789;508
1:13.871;509
1:13.953;510
1:15.034;523
1:15.104;524
1:15.257;525
1:15.493;526
1:15.674;527
1:15.826;528
1:15.900;529
1:15.935;530
1:16.328;531
1:19.997;545
1:20.099;546
1:20.147;547
1:20.265;548
1:20.401;549
1:20.516;550
1:20.721;551
1:20.775;552
1:20.894;553
1:21.240;554
1:31.450;567
1:31.741;568
1:31.778;569
1:31.840;570
1:32.123;571
1:32.476;572
1:32.478;573
1:32.501;574
1:32.570;575
1:33.833;576
1:19.674;589
1:19.781;590
1:20.259;591
1:20.410;592
1:20.632;593
1:20.714;594
1:20.876;595
1:21.079;596
1:21.206;597
1:21.256;598
1:27.329;611
1:27.373;612
1:27.546;613
1:27.574;614
1:27.722;615
1:28.037;616
1:28.491;617
1:28.501;618
1:28.740;619
1:29.322;620
1:21.997;633
1:22.034;634
1:22.549;635
1:23.174;636
1:23.183;637
1:23.446;638
1:24.102;639
1:24.382;640
1:24.555;641
1:25.165;642
1:45.994;655
1:46.011;656
1:46.091;657
1:46.406;658
1:47.334;659
1:47.409;660
1:47.524;661
1:47.798;662
1:48.505;663
1:46.996;668
1:25.368;677
1:25.438;678
1:25.516;679
1:25.765;680
1:26.505;681
1:26.913;682
1:26.914;683
1:26.973;684
1:27.225;685
1:26.728;692
1:35.908;699
1:36.044;700
1:36.221;701
1:36.576;702
1:37.619;703
1:38.013;704
1:38.153;705
1:38.455;706
1:38.472;707
1:39.285;708
1:11.931;721
1:12.082;722
1:12.322;723
1:12.356;724
1:12.928;725
1:13.081;726
1:13.129;727
1:13.195;728
1:13.272;729
1:13.477;730
1:31.431;743
1:31.478;744
1:31.549;745
1:31.702;746
1:32.164;747
1:32.579;748
1:33.006;749
1:33.112;750
1:33.496;751
1:33.926;752
1:33.840;765
1:33.986;766
1:34.626;767
1:34.668;768
1:34.672;769
1:34.916;770
1:34.983;771
1:35.747;772
1:38.715;773
1:25.229;787
1:25.635;788
1:25.778;789
1:25.822;790
1:25.976;791
1:26.612;792
1:26.937;793
1:27.579;794
1:29.239;795
1:22.795;809
1:22.988;810
1:23.242;811
1:23.702;812
1:23.709;813
1:23.772;814
1:24.021;815
1:24.158;816
1:24.172;817
1:24.795;818
1:29.816;831
1:30.028;832
1:30.407;833
1:30.754;834
1:30.933;835
1:30.940;836
1:31.419;837
1:31.542;838
1:31.880;839
1:33.405;840
1:14.648;853
1:14.709;854
1:14.970;855
1:15.442;856
1:15.885;857
1:15.885;858
1:15.976;859
1:16.008;860
1:16.015;861
1:17.144;862
1:13.962;875
1:14.082;876
1:14.140;877
1:14.664;878
1:15.804;879
1:15.857;880
1:16.426;881
1:16.636;882
1:17.260;883
1:20.253;897
1:20.397;898
1:20.574;899
1:20.764;900
1:20.919;901
1:20.943;902
1:21.073;903
1:21.107;904
1:21.329;905
1:21.599;906
1:14.942;919
1:15.178;920
1:15.386;921
1:15.968;922
1:15.986;923
1:16.012;924
1:16.228;925
1:16.608;926
1:16.912;927
1:17.209;928
1:10.832;941
1:11.435;942
1:11.920;943
1:12.109;944
1:12.449;945
1:12.479;946
1:12.523;947
1:12.795;948
1:13.174;949
1:15.280;950
1:15.493;963
1:15.510;964
1:15.785;965
1:16.036;966
1:16.091;967
1:16.281;968
1:16.345;969
1:16.632;970
1:18.272;971
1:18.663;972
1:14.070;985
1:14.205;986
1:14.569;987
1:14.862;988
1:14.894;989
1:14.934;990
1:15.282;991
1:15.923;992
1:15.936;993
1:16.326;994
1:19.599;1007
1:19.886;1008
1:20.085;1009
1:20.092;1010
1:20.117;1011
1:20.266;1012
1:20.759;1013
1:20.924;1014
1:21.132;1015
1:22.049;1016
1:26.907;1029
1:27.284;1030
1:27.321;1031
1:27.564;1032
1:27.569;1033
1:27.785;1034
1:27.790;1035
1:27.866;1036
1:28.167;1037
1:29.436;1038
1:21.484;1051
1:21.486;1052
1:21.653;1053
1:21.704;1054
1:22.011;1055
1:22.258;1056
1:22.280;1057
1:22.787;1058
1:23.175;1059
1:25.688;1060
1:44.360;1073
1:44.992;1074
1:45.503;1075
1:45.503;1076
1:45.754;1077
1:45.775;1078
1:45.877;1079
1:46.053;1080
1:46.632;1081
1:48.021;1082
1:29.599;1095
1:29.711;1096
1:29.989;1097
1:30.039;1098
1:30.371;1099
1:30.599;1100
1:30.992;1101
1:31.478;1102
1:31.513;1103
1:31.856;1104
1:10.680;1117
1:11.299;1118
1:11.328;1119
1:11.567;1120
1:11.619;1121
1:11.629;1122
1:11.695;1123
1:11.882;1124
1:12.131;1125
1:26.202;2986
1:26.505;2987
1:26.830;2988
1:26.914;2989
1:26.973;2990
1:26.975;2991
1:27.033;2992
1:27.127;2993
1:27.163;2994
1:27.246;2995
1:35.181;3006
1:35.273;3007
1:35.518;3008
1:35.651;3009
1:35.690;3010
1:35.750;3011
1:35.797;3012
1:36.106;3013
1:36.170;3014
1:37.659;3015
1:36.184;3026
1:36.381;3027
1:36.466;3028
1:36.493;3029
1:36.532;3030
1:36.835;3031
1:37.397;3032
1:38.089;3033
1:38.595;3034
1:39.321;3035
1:33.431;3046
1:33.712;3047
1:34.015;3048
1:34.044;3049
1:34.196;3050
1:34.239;3051
1:34.578;3052
1:34.818;3053
1:35.134;3054
1:35.380;3055
1:20.527;3066
1:20.660;3067
1:20.762;3068
1:20.934;3069
1:21.049;3070
1:21.247;3071
1:21.254;3072
1:21.392;3073
1:22.558;3074
1:22.685;3075
1:14.902;3086
1:14.927;3087
1:15.077;3088
1:15.271;3089
1:15.437;3090
1:15.455;3091
1:15.516;3092
1:15.653;3093
1:16.009;3094
1:17.344;3095
1:28.316;3106
1:28.421;3107
1:28.579;3108
1:28.613;3109
1:28.666;3110
1:28.815;3111
1:28.858;3112
1:29.075;3113
1:29.191;3114
1:29.357;3115
1:19.509;3126
1:19.856;3127
1:19.868;3128
1:20.091;3129
1:20.216;3130
1:20.289;3131
1:20.361;3132
1:20.490;3133
1:20.715;3134
1:20.741;3135
1:32.230;3146
1:32.357;3147
1:32.473;3148
1:32.480;3149
1:32.616;3150
1:33.859;3151
1:34.316;3152
1:34.574;3153
1:34.710;3154
1:34.803;3155
1:21.569;3166
1:21.607;3167
1:21.741;3168
1:21.839;3169
1:21.890;3170
1:22.095;3171
1:22.468;3172
1:22.511;3173
1:22.835;3174
1:39.489;3186
1:39.532;3187
1:39.563;3188
1:39.789;3189
1:39.821;3190
1:40.144;3191
1:40.185;3192
1:40.236;3193
1:40.239;3194
1:40.512;3195
1:46.308;3206
1:46.395;3207
1:46.500;3208
1:46.513;3209
1:46.586;3210
1:46.633;3211
1:46.677;3212
1:46.761;3213
1:46.788;3214
1:47.362;3215
1:24.066;3226
1:24.261;3227
1:24.523;3228
1:24.845;3229
1:25.015;3230
1:25.030;3231
1:25.043;3232
1:25.072;3233
1:25.180;3234
1:25.314;3235
1:47.891;3246
1:48.204;3247
1:48.348;3248
1:48.722;3249
1:48.828;3250
1:49.054;3251
1:49.180;3252
1:49.307;3253
1:49.514;3254
1:49.778;3255
1:32.160;3266
1:32.220;3267
1:32.395;3268
1:32.466;3269
1:32.660;3270
1:32.945;3271
1:32.962;3272
1:32.980;3273
1:19.576;3286
1:19.668;3287
1:19.912;3288
1:20.097;3289
1:20.168;3290
1:20.250;3291
1:20.326;3292
1:20.631;3293
1:20.674;3294
1:21.422;3295
1:40.948;3306
1:41.615;3307
1:41.726;3308
1:41.786;3309
1:41.892;3310
1:41.897;3311
1:41.992;3312
1:42.343;3313
1:42.583;3314
1:42.713;3315
1:54.101;3326
1:54.242;3327
1:54.608;3328
1:55.217;3329
1:55.241;3330
1:55.284;3331
1:55.524;3332
1:55.672;3333
1:55.885;3334
1:56.309;3335
1:23.919;3350
1:24.035;3351
1:24.111;3352
1:24.675;3353
1:24.837;3354
1:24.884;3355
1:24.927;3356
1:25.217;3357
1:25.372;3358
1:26.036;3359
1:49.327;3374
1:50.673;3375
1:50.789;3376
1:50.914;3377
1:51.001;3378
1:51.051;3379
1:51.511;3380
1:51.717;3381
1:51.767;3382
1:52.254;3383
1:34.558;3398
1:34.808;3399
1:34.913;3400
1:34.923;3401
1:34.979;3402
1:35.034;3403
1:35.180;3404
1:35.364;3405
1:35.646;3406
1:35.963;3407
1:19.995;3422
1:20.101;3423
1:20.829;3424
1:20.937;3425
1:20.991;3426
1:21.294;3427
1:21.353;3428
1:21.408;3429
1:21.585;3430
1:21.984;3431
1:13.826;3446
1:14.120;3447
1:14.227;3448
1:14.283;3449
1:14.432;3450
1:14.544;3451
1:14.590;3452
1:14.637;3453
1:14.901;3454
1:15.170;3455
1:26.295;3470
1:26.433;3471
1:26.760;3472
1:26.781;3473
1:26.857;3474
1:26.952;3475
1:27.039;3476
1:27.082;3477
1:27.430;3478
1:28.122;3479
1:15.105;3494
1:15.373;3495
1:15.420;3496
1:15.435;3497
1:15.520;3498
1:15.648;3499
1:15.688;3500
1:15.715;3501
1:15.881;3502
1:16.071;3503
1:37.587;3518
1:37.662;3519
1:37.969;3520
1:38.075;3521
1:38.127;3522
1:38.137;3523
1:38.210;3524
1:38.428;3525
1:38.428;3526
1:38.523;3527
1:29.615;3542
1:29.758;3543
1:30.426;3544
1:30.556;3545
1:30.625;3546
1:31.040;3547
1:31.172;3548
1:31.175;3549
1:31.274;3550
1:31.430;3551
1:13.791;3566
1:13.793;3567
1:14.290;3568
1:14.347;3569
1:14.427;3570
1:14.566;3571
1:15.079;3572
1:15.109;3573
1:15.179;3574
1:15.339;3575
1:18.773;3590
1:19.184;3591
1:19.987;3592
1:20.331;3593
1:20.499;3594
1:21.082;3595
1:21.229;3596
1:21.328;3597
1:21.411;3598
1:21.710;3599
1:45.778;3614
1:45.863;3615
1:46.100;3616
1:46.127;3617
1:46.206;3618
1:46.314;3619
1:46.602;3620
1:46.659;3621
1:47.053;3622
1:47.441;3623
1:21.962;3638
1:22.084;3639
1:22.293;3640
1:22.433;3641
1:22.623;3642
1:22.675;3643
1:23.027;3644
1:23.037;3645
1:23.039;3646
1:23.328;3647
1:45.390;3662
1:45.457;3663
1:45.571;3664
1:45.944;3665
1:45.977;3666
1:46.236;3667
1:46.443;3668
1:46.593;3669
1:46.702;3670
1:47.884;3671
1:30.785;3686
1:30.853;3687
1:31.169;3688
1:31.231;3689
1:31.352;3690
1:31.378;3691
1:31.494;3692
1:31.535;3693
1:31.559;3694
1:31.846;3695
1:35.585;3710
1:35.659;3711
1:35.766;3712
1:36.062;3713
1:36.535;3714
1:36.571;3715
1:36.731;3716
1:36.824;3717
1:36.950;3718
1:36.998;3719
1:14.470;3734
1:15.519;3735
1:15.637;3736
1:15.747;3737
1:15.989;3738
1:16.203;3739
1:16.552;3740
1:16.925;3741
1:17.101;3742
1:17.656;3743
1:39.394;3758
1:39.425;3759
1:39.792;3760
1:39.823;3761
1:39.925;3762
1:40.202;3763
1:40.203;3764
1:40.516;3765
1:40.589;3766
1:40.901;3767
1:23.529;4537
1:24.307;4538
1:24.395;4539
1:24.779;4540
1:24.974;4541
1:25.247;4542
1:25.421;4543
1:25.599;4544
1:25.626;4545
1:27.066;4546
1:34.870;4562
1:34.974;4563
1:35.179;4564
1:35.200;4565
1:35.802;4566
1:36.124;4567
1:36.251;4568
1:36.324;4569
1:36.809;4570
1:36.820;4571
1:33.706;4586
1:34.421;4587
1:34.463;4588
1:34.670;4589
1:35.119;4590
1:35.145;4591
1:36.158;4592
1:36.190;4593
1:36.203;4594
1:25.049;4610
1:25.454;4611
1:25.574;4612
1:25.595;4613
1:25.851;4614
1:25.982;4615
1:26.296;4616
1:26.646;4617
1:26.659;4618
1:20.981;4633
1:21.181;4634
1:21.961;4635
1:21.964;4636
1:21.996;4637
1:22.471;4638
1:22.599;4639
1:22.888;4640
1:22.952;4641
1:13.556;4656
1:13.997;4657
1:14.019;4658
1:14.483;4659
1:14.682;4660
1:14.877;4661
1:15.280;4662
1:15.766;4663
1:16.528;4664
1:13.014;4680
1:13.199;4681
1:13.217;4682
1:13.429;4683
1:13.565;4684
1:13.814;4685
1:13.838;4686
1:13.864;4687
1:14.062;4688
1:14.085;4689
1:36.975;4704
1:37.163;4705
1:37.380;4706
1:37.454;4707
1:37.535;4708
1:37.645;4709
1:38.231;4710
1:38.240;4711
1:30.399;4728
1:30.431;4729
1:30.516;4730
1:31.124;4731
1:31.898;4732
1:31.929;4733
1:31.933;4734
1:32.128;4735
1:32.209;4736
1:32.376;4737
1:30.079;4752
1:30.134;4753
1:30.216;4754
1:30.442;4755
1:30.910;4756
1:31.263;4757
1:31.288;4758
1:32.010;4759
1:32.187;4760
1:32.482;4761
1:19.815;4776
1:19.978;4777
1:20.024;4778
1:20.350;4779
1:20.365;4780
1:20.474;4781
1:21.098;4782
1:21.445;4783
1:21.907;4784
1:48.298;4800
1:48.730;4801
1:49.376;4802
1:50.256;4803
1:50.552;4804
1:50.773;4805
1:51.121;4806
1:51.251;4807
1:51.374;4808
1:52.303;4809
1:44.381;4823
1:44.732;4824
1:44.804;4825
1:44.809;4826
1:44.874;4827
1:45.800;4828
1:46.013;4829
1:30.466;4847
1:30.475;4848
1:30.617;4849
1:30.804;4850
1:30.886;4851
1:31.156;4852
1:35.820;4871
1:36.042;4872
1:36.126;4873
1:36.468;4874
1:36.831;4875
1:36.980;4876
1:37.754;4877
1:38.124;4878
1:24.178;4895
1:24.474;4896
1:24.508;4897
1:24.519;4898
1:24.950;4899
1:25.122;4900
1:25.451;4901
1:38.481;4919
1:38.622;4920
1:38.631;4921
1:38.858;4922
1:39.058;4923
1:39.695;4924
1:39.773;4925
1:40.662;4926
1:40.768;4927
1:11.918;4942
1:12.099;4943
1:12.283;4944
1:12.480;4945
1:12.591;4946
1:13.050;4947
1:13.068;4948
1:13.298;4949
1:13.761;4950
1:24.922;4966
1:25.074;4967
1:25.302;4968
1:25.336;4969
1:25.651;4970
1:25.668;4971
1:25.686;4972
1:25.908;4973
1:26.451;4974
1:36.219;4990
1:36.368;4991
1:36.391;4992
1:36.461;4993
1:36.461;4994
1:36.634;4995
1:36.658;4996
1:36.664;4997
1:37.566;4998
1:37.698;4999
1:35.121;5014
1:35.626;5015
1:35.691;5016
1:35.784;5017
1:35.898;5018
1:36.191;5019
1:36.290;5020
1:36.524;5021
1:36.622;5022
1:32.422;5038
1:32.520;5039
1:32.637;5040
1:32.711;5041
1:32.821;5042
1:32.912;5043
1:33.008;5044
1:33.394;5045
1:21.707;5062
1:22.285;5063
1:22.302;5064
1:22.424;5065
1:22.487;5066
1:22.533;5067
1:23.005;5068
1:14.301;5086
1:14.381;5087
1:14.448;5088
1:14.583;5089
1:14.639;5090
1:14.948;5091
1:15.049;5092
1:15.199;5093
1:15.245;5094
1:13.784;5109
1:14.087;5110
1:14.151;5111
1:14.346;5112
1:14.411;5113
1:14.465;5114
1:14.645;5115
1:14.705;5116
1:14.812;5117
1:15.182;5118
1:38.086;5133
1:38.410;5134
1:38.475;5135
1:38.505;5136
1:38.513;5137
1:38.623;5138
1:38.741;5139
1:38.752;5140
1:38.801;5141
1:38.992;5142
1:51.746;5156
1:51.793;5157
1:52.020;5158
1:52.199;5159
1:53.065;5160
1:53.290;5161
1:53.539;5162
1:53.543;5163
1:54.382;5164
1:40.621;5180
1:41.026;5181
1:41.496;5182
1:42.459;5183
1:43.501;5184
1:43.950;5185
1:44.113;5186
1:44.186;5187
1:44.889;5188
1:45.811;5189
1:20.953;5204
1:21.366;5205
1:21.416;5206
1:21.583;5207
1:21.730;5208
1:21.844;5209
1:21.900;5210
1:21.939;5211
1:22.343;5212
1:22.847;5213
1:47.573;5228
1:47.871;5229
1:47.893;5230
1:48.205;5231
1:48.219;5232
1:48.313;5233
1:48.392;5234
1:48.394;5235
1:48.538;5236
1:48.890;5237
1:24.010;5252
1:24.133;5253
1:24.247;5254
1:24.304;5255
1:24.540;5256
1:24.802;5257
1:24.833;5258
1:24.855;5259
1:25.109;5260
1:25.678;5261
1:46.362;5275
1:46.804;5276
1:46.905;5277
1:46.939;5278
1:47.216;5279
1:47.241;5280
1:47.475;5281
1:47.788;5282
1:30.839;5299
1:31.090;5300
1:31.290;5301
1:31.700;5302
1:31.898;5303
1:32.022;5304
1:32.114;5305
1:32.208;5306
1:32.327;5307
1:37.242;5323
1:37.316;5324
1:37.469;5325
1:37.534;5326
1:37.625;5327
1:37.884;5328
1:37.934;5329
1:38.266;5330
1:38.361;5331
1:38.513;5332
1:25.283;5346
1:25.327;5347
1:25.544;5348
1:25.659;5349
1:25.773;5350
1:25.857;5351
1:26.236;5352
1:26.360;5353
1:26.713;5354
1:40.630;5370
1:40.978;5371
1:41.073;5372
1:41.226;5373
1:41.260;5374
1:41.290;5375
1:41.582;5376
1:41.603;5377
1:41.723;5378
1:41.778;5379
1:35.657;5394
1:35.766;5395
1:36.174;5396
1:36.587;5397
1:36.708;5398
1:36.794;5399
1:36.937;5400
1:37.141;5401
1:37.300;5402
1:37.842;5403
1:12.458;5418
1:12.513;5419
1:12.581;5420
1:12.760;5421
1:12.987;5422
1:13.174;5423
1:13.206;5424
1:13.253;5425
1:13.298;5426
1:13.489;5427
1:27.407;5442
1:27.827;5443
1:28.087;5444
1:28.490;5445
1:28.493;5446
1:28.523;5447
1:28.738;5448
1:29.013;5449
1:29.305;5450
1:30.357;5451
1:49.674;5464
1:50.587;5465
1:50.727;5466
1:51.699;5467
1:52.244;5468
1:52.519;5469
1:52.970;5470
1:53.175;5471
1:53.439;5472
1:54.136;5473
1:34.484;5486
1:34.761;5487
1:34.788;5488
1:34.861;5489
1:34.933;5490
1:35.364;5491
1:35.998;5492
2:05.673;5493
1:32.330;5508
1:32.584;5509
1:32.667;5510
1:32.762;5511
1:33.078;5512
1:33.207;5513
1:33.235;5514
1:33.246;5515
1:33.327;5516
1:20.718;5530
1:20.972;5531
1:21.054;5532
1:21.177;5533
1:21.218;5534
1:21.219;5535
1:21.308;5536
1:21.570;5537
1:22.069;5538
1:22.233;5539
1:13.876;5552
1:13.967;5553
1:13.980;5554
1:14.181;5555
1:14.822;5556
1:14.824;5557
1:15.138;5558
1:15.383;5559
1:15.647;5560
1:15.703;5561
1:25.425;5574
1:25.512;5575
1:25.897;5576
1:26.008;5577
1:26.208;5578
1:26.504;5579
1:26.543;5580
1:27.348;5581
1:27.432;5582
1:27.946;5583
1:29.607;5596
1:30.059;5597
1:30.211;5598
1:30.220;5599
1:30.736;5600
1:30.757;5601
1:30.908;5602
1:30.955;5603
1:30.962;5604
1:30.979;5605
1:29.398;5618
1:29.501;5619
1:29.608;5620
1:29.892;5621
1:29.959;5622
1:30.528;5623
1:31.126;5624
1:31.209;5625
1:19.388;5640
1:19.426;5641
1:19.595;5642
1:19.720;5643
1:19.791;5644
1:19.851;5645
1:19.929;5646
1:20.641;5647
1:22.398;5648
2:01.012;5662
2:01.200;5663
2:01.325;5664
2:02.251;5665
2:02.332;5666
2:03.075;5667
2:03.081;5668
2:03.390;5669
2:03.482;5670
2:04.059;5671
1:23.755;5684
1:23.968;5685
1:24.065;5686
1:24.132;5687
1:24.142;5688
1:24.192;5689
1:24.209;5690
1:24.502;5691
1:24.515;5692
1:28.050;5693
1:42.841;5706
1:42.932;5707
1:43.058;5708
1:43.152;5709
1:43.254;5710
1:43.890;5711
1:43.938;5712
1:44.282;5713
1:44.439;5714
1:37.202;5728
1:37.420;5729
1:37.464;5730
1:37.531;5731
1:37.679;5732
1:38.038;5733
1:38.223;5734
1:38.237;5735
1:38.405;5736
1:38.822;5737
1:30.915;5750
1:31.089;5751
1:31.253;5752
1:31.365;5753
1:31.378;5754
1:31.397;5755
1:31.644;5756
1:31.665;5757
1:31.684;5758
1:31.827;5759
1:24.119;5772
1:24.871;5773
1:24.941;5774
1:25.047;5775
1:25.201;5776
1:25.248;5777
1:25.334;5778
1:25.826;5779
1:26.153;5780
1:26.487;5781
1:39.957;5794
1:40.075;5795
1:40.419;5796
1:40.501;5797
1:40.542;5798
1:40.576;5799
1:40.997;5800
1:41.015;5801
1:41.068;5802
1:41.111;5803
1:36.338;5816
1:36.441;5817
1:37.155;5818
1:37.296;5819
1:37.345;5820
1:37.376;5821
1:37.452;5822
1:37.715;5823
1:37.836;5824
1:38.034;5825
1:26.479;5838
1:27.102;5839
1:27.539;5840
1:27.572;5841
1:27.677;5842
1:27.737;5843
1:28.052;5844
1:28.081;5845
1:28.109;5846
1:29.582;5847
1:44.231;5860
1:44.548;5861
1:44.595;5862
1:45.745;5863
1:45.819;5864
1:45.864;5865
1:46.030;5866
1:47.368;5867
1:48.079;5868
1:48.147;5869
1:59.431;5882
1:59.486;5883
2:00.050;5884
2:00.175;5885
2:00.541;5886
2:01.218;5887
2:01.712;5888
2:02.213;5889
2:03.078;5890
2:04.053;5891
1:33.185;5904
1:33.464;5905
1:34.051;5906
1:34.247;5907
1:34.346;5908
1:34.368;5909
1:34.387;5910
1:34.511;5911
1:34.712;5912
1:34.992;5913
1:22.275;5926
1:22.725;5927
1:22.777;5928
1:22.841;5929
1:22.972;5930
1:23.188;5931
1:23.530;5932
1:23.777;5933
1:24.477;5934
1:53.860;5950
1:54.455;5951
1:54.960;5952
1:55.143;5953
1:55.637;5954
1:56.147;5955
1:56.282;5956
1:56.366;5957
1:56.773;5958
1:57.079;5959
1:25.232;5972
1:25.400;5973
1:26.285;5974
1:26.632;5975
1:26.960;5976
1:27.104;5977
1:27.140;5978
1:27.335;5979
1:27.402;5980
1:15.989;5994
1:16.048;5995
1:16.384;5996
1:16.547;5997
1:16.686;5998
1:17.389;5999
1:17.540;6000
1:17.555;6001
1:18.090;6002
1:18.327;6003
1:14.874;6016
1:14.953;6017
1:15.548;6018
1:15.550;6019
1:15.578;6020
1:15.589;6021
1:15.814;6022
1:16.162;6023
1:16.182;6024
1:16.214;6025
1:08.759;6038
1:08.846;6039
1:08.944;6040
1:09.285;6041
1:09.466;6042
1:09.515;6043
1:09.619;6044
1:10.795;6045
1:35.766;6060
1:37.386;6061
1:38.200;6062
1:38.329;6063
1:38.417;6064
1:39.232;6065
1:40.457;6066
1:40.606;6067
1:40.707;6068
1:40.855;6069
1:16.540;6082
1:16.759;6083
1:17.078;6084
1:17.214;6085
1:17.273;6086
1:17.577;6087
1:17.649;6088
1:17.965;6089
1:18.014;6090
1:18.035;6091
1:22.715;6104
1:23.201;6105
1:23.354;6106
1:23.391;6107
1:23.909;6108
1:24.223;6109
1:24.294;6110
1:24.720;6111
1:24.775;6112
2:05.591;6126
2:05.819;6127
2:07.717;6128
2:07.786;6129
2:07.911;6130
2:08.049;6131
2:08.679;6132
2:08.780;6133
2:09.178;6134
2:09.776;6135
1:24.109;6148
1:24.383;6149
1:24.697;6150
1:24.865;6151
1:25.314;6152
1:25.379;6153
1:25.430;6154
1:25.436;6155
1:25.709;6156
1:25.944;6157
1:45.681;6170
1:45.688;6171
1:45.854;6172
1:45.902;6173
1:45.907;6174
1:46.000;6175
1:46.170;6176
1:46.187;6177
1:46.250;6178
1:47.362;6179
1:32.506;6192
1:32.703;6193
1:33.128;6194
1:33.527;6195
1:33.740;6196
1:34.075;6197
1:34.242;6198
1:34.317;6199
1:34.432;6200
1:34.548;6201
1:38.513;6214
1:38.713;6215
1:38.920;6216
1:39.121;6217
1:39.277;6218
1:39.629;6219
1:39.635;6220
1:39.709;6221
1:39.771;6222
1:40.020;6223
1:36.067;6235
1:36.443;6236
1:36.906;6237
1:37.205;6238
1:37.244;6239
1:37.610;6240
1:37.655;6241
1:37.706;6242
1:37.804;6243
1:38.810;6244
1:10.023;6253
1:10.056;6254
1:10.247;6255
1:10.305;6256
1:10.930;6257
1:10.938;6258
1:10.969;6259
1:10.977;6260
1:11.075;6261
1:11.099;6262
1:42.866;6298
1:42.236;6297
1:41.964;6296
1:41.908;6295
1:41.119;6294
1:41.025;6293
1:40.866;6292
1:40.480;6291
1:26.327;6309
1:26.921;6310
1:27.718;6311
1:27.757;6312
