q2;qualifyId
1:27.405;1037
1:27.608;1038
1:27.852;1039
1:27.897;1040
1:27.973;1041
1:28.257;1042
1:28.386;1043
1:28.639;1044
1:21.349;1051
1:21.353;1052
1:21.425;1053
1:21.225;1054
1:21.572;1055
1:21.270;1056
1:21.878;1057
1:21.688;1058
1:21.722;1059
1:21.526;1060
1:21.924;1061
1:22.203;1062
1:22.280;1063
1:22.589;1064
1:23.165;1065
1:43.951;1073
1:44.336;1074
1:45.228;1075
1:44.662;1076
1:45.622;1077
1:45.660;1078
1:45.095;1079
1:45.055;1080
1:45.576;1081
1:45.747;1082
1:45.851;1083
1:45.968;1084
1:46.172;1085
1:46.413;1086
1:47.419;1087
1:45.970;1092
1:29.830;1095
1:28.954;1096
1:30.299;1097
1:30.204;1098
1:30.357;1099
1:30.306;1100
1:30.268;1101
1:30.598;1102
1:30.470;1103
1:30.321;1104
1:30.827;1105
1:31.094;1106
1:31.254;1107
1:31.276;1108
1:31.943;1109
1:33.750;1110
1:10.775;1117
1:11.386;1118
1:11.343;1119
1:11.148;1120
1:11.578;1121
1:11.461;1122
1:11.550;1123
1:11.648;1124
1:11.589;1125
1:10.313;1126
1:11.650;1127
1:11.658;1128
1:11.679;1129
1:11.742;1130
1:12.591;1131
1:12.861;1132
1:24.855;2986
1:24.783;2987
1:25.121;2988
1:25.152;2989
1:25.123;2990
1:25.281;2991
1:25.319;2992
1:25.265;2993
1:25.380;2994
1:25.241;2995
1:25.504;2996
1:25.605;2997
1:25.607;2998
1:25.726;2999
1:33.784;3006
1:33.990;3007
1:34.276;3008
1:34.387;3009
1:34.258;3010
1:34.547;3011
1:34.222;3012
1:34.562;3013
1:34.456;3014
1:34.706;3015
1:34.769;3016
1:34.788;3017
1:34.905;3018
1:34.924;3019
1:35.431;3020
1:35.130;3026
1:35.803;3027
1:35.173;3028
1:35.503;3029
1:35.556;3030
1:35.645;3031
1:35.809;3032
1:35.856;3033
1:35.740;3034
1:35.965;3035
1:35.975;3036
1:36.032;3037
1:36.033;3038
1:36.066;3039
1:36.193;3040
1:32.671;3046
1:32.613;3047
1:32.474;3048
1:32.842;3049
1:32.877;3050
1:32.842;3051
1:32.860;3052
1:33.014;3053
1:33.166;3054
1:32.827;3055
1:33.242;3056
1:33.348;3057
1:33.487;3058
1:33.562;3059
1:33.941;3060
1:20.192;3066
1:20.220;3067
1:19.954;3068
1:20.149;3069
1:20.007;3070
1:20.107;3071
1:20.420;3072
1:20.509;3073
1:20.256;3074
1:20.408;3075
1:20.531;3076
1:20.604;3077
1:20.676;3078
1:20.805;3079
1:21.067;3080
1:15.016;3086
1:14.514;3087
1:14.829;3088
1:14.879;3089
1:15.001;3090
1:14.846;3091
1:14.809;3092
1:14.825;3093
1:15.200;3094
1:15.579;3095
1:15.833;3096
1:15.837;3097
1:16.146;3098
1:16.281;3099
1:16.545;3100
1:27.016;3106
1:27.230;3107
1:27.418;3108
1:27.416;3109
1:27.195;3110
1:27.387;3111
1:27.349;3112
1:27.473;3113
1:27.418;3114
1:27.455;3115
1:27.521;3116
1:27.629;3117
1:27.795;3118
1:28.207;3119
1:28.391;3120
1:18.119;3126
1:18.335;3127
1:18.209;3128
1:18.240;3129
1:18.575;3130
1:18.663;3131
1:18.591;3132
1:18.791;3133
1:18.566;3134
1:18.761;3135
1:18.927;3136
1:19.308;3137
1:19.353;3138
1:19.392;3139
1:19.448;3140
1:38.038;3146
1:34.455;3147
1:39.032;3148
1:39.504;3149
1:39.149;3150
1:40.826;3151
1:36.740;3152
1:41.708;3153
1:41.730;3154
1:35.737;3155
1:42.310;3156
1:42.318;3157
1:42.500;3158
1:42.771;3159
1:42.859;3160
1:20.826;3166
1:20.604;3167
1:20.358;3168
1:20.465;3169
1:20.862;3170
1:20.807;3171
1:20.647;3172
1:20.707;3173
1:20.570;3174
1:20.823;3175
1:21.002;3176
1:21.082;3177
1:21.222;3178
1:21.242;3179
1:21.389;3180
1:38.182;3186
1:38.230;3187
1:38.076;3188
1:38.273;3189
1:38.601;3190
1:38.782;3191
1:38.346;3192
1:38.717;3193
1:38.625;3194
1:38.747;3195
1:38.826;3196
1:38.846;3197
1:38.991;3198
1:39.040;3199
1:39.514;3200
1:44.667;3206
1:44.503;3207
1:44.709;3208
1:44.834;3209
1:44.557;3210
1:44.953;3211
1:44.877;3212
1:44.592;3213
1:44.924;3214
1:45.047;3215
1:45.119;3216
1:45.122;3217
1:45.136;3218
1:45.251;3219
1:45.259;3220
1:22.973;3226
1:23.070;3227
1:23.426;3228
1:23.528;3229
1:22.976;3230
1:22.955;3231
1:23.207;3232
1:23.497;3233
1:23.545;3234
1:23.273;3235
1:23.611;3236
1:23.728;3237
1:23.866;3238
1:23.901;3239
1:24.275;3240
1:46.657;3246
1:46.362;3247
1:46.197;3248
1:46.328;3249
1:46.787;3250
1:46.767;3251
1:46.707;3252
1:46.832;3253
1:46.813;3254
1:46.842;3255
1:47.013;3256
1:47.141;3257
1:47.177;3258
1:47.369;3259
1:47.413;3260
1:30.341;3266
1:30.737;3267
1:30.627;3268
1:31.222;3269
1:31.055;3270
1:31.260;3271
1:30.880;3272
1:31.052;3273
1:31.223;3274
1:31.103;3275
1:31.482;3276
1:31.638;3277
1:32.341;3278
1:21.659;3286
1:20.803;3287
1:20.753;3288
1:20.635;3289
1:21.378;3290
1:20.701;3291
1:20.368;3292
1:21.147;3293
1:20.427;3294
1:21.657;3295
1:21.960;3296
1:22.231;3297
1:22.477;3298
1:22.504;3299
1:39.695;3306
1:39.984;3307
1:40.272;3308
1:40.421;3309
1:40.148;3310
1:40.373;3311
1:40.545;3312
1:40.635;3313
1:40.661;3314
1:40.430;3315
1:40.726;3316
1:40.777;3317
1:40.983;3318
1:41.148;3319
1:41.689;3320
1:53.883;3326
1:54.331;3327
1:54.172;3328
1:54.707;3329
1:54.682;3330
1:54.318;3331
1:55.105;3332
1:55.168;3333
1:54.963;3334
1:54.996;3335
1:55.330;3336
1:55.623;3337
1:55.857;3338
1:56.237;3339
1:56.265;3340
1:56.270;3341
1:56.619;3342
1:24.096;3350
1:24.276;3351
1:24.335;3352
1:24.531;3353
1:25.010;3354
1:24.788;3355
1:24.871;3356
1:25.085;3357
1:25.122;3358
1:25.046;3359
1:25.184;3360
1:25.638;3361
1:25.743;3362
1:25.747;3363
1:25.748;3364
1:25.777;3365
1:26.089;3366
1:48.210;3374
1:47.417;3375
1:46.828;3376
1:47.085;3377
1:47.346;3378
1:46.951;3379
1:48.371;3380
1:48.400;3381
1:47.792;3382
1:48.238;3383
1:48.760;3384
1:48.771;3385
1:49.207;3386
1:49.464;3387
1:52.270;3388
1:52.520;3389
1:35.280;3398
1:35.100;3399
1:35.235;3400
1:35.134;3401
1:35.443;3402
1:34.928;3403
1:35.290;3404
1:35.550;3405
1:35.715;3406
1:35.665;3407
1:35.748;3408
1:36.047;3409
1:36.149;3410
1:36.311;3411
1:36.422;3412
1:36.647;3413
1:37.020;3414
1:20.655;3422
1:20.772;3423
1:21.415;3424
1:21.549;3425
1:21.168;3426
1:21.557;3427
1:21.599;3428
1:21.867;3429
1:21.841;3430
1:21.725;3431
1:21.985;3432
1:22.026;3433
1:22.131;3434
1:22.139;3435
1:22.191;3436
1:22.207;3437
1:22.854;3438
1:14.462;3446
1:14.549;3447
1:14.568;3448
1:14.405;3449
1:14.527;3450
1:14.375;3451
1:14.691;3452
1:15.150;3453
1:15.083;3454
1:15.061;3455
1:15.317;3456
1:15.318;3457
1:15.413;3458
1:15.576;3459
1:15.692;3460
1:15.992;3461
1:16.176;3462
1:26.818;3470
1:27.013;3471
1:26.729;3472
1:27.277;3473
1:27.438;3474
1:27.141;3475
1:27.426;3476
1:27.200;3477
1:27.387;3478
1:27.434;3479
1:27.525;3480
1:27.612;3481
1:27.879;3482
1:28.273;3483
1:28.392;3484
1:28.540;3485
1:28.841;3486
1:15.528;3494
1:15.692;3495
1:15.556;3496
1:15.597;3497
1:15.742;3498
1:16.171;3499
1:16.314;3500
1:15.682;3501
1:16.295;3502
1:16.001;3503
1:16.434;3504
1:16.438;3505
1:16.492;3506
1:16.844;3507
1:16.928;3508
1:17.029;3509
1:17.384;3510
1:38.015;3518
1:38.041;3519
1:38.158;3520
1:38.179;3521
1:38.046;3522
1:38.062;3523
1:38.399;3524
1:38.523;3525
1:38.326;3526
1:38.552;3527
1:38.586;3528
1:38.627;3529
1:38.851;3530
1:38.884;3531
1:39.234;3532
1:39.264;3533
1:39.458;3534
1:30.480;3542
1:30.114;3543
1:30.700;3544
1:31.118;3545
1:31.085;3546
1:31.344;3547
1:31.010;3548
1:31.126;3549
1:31.327;3550
1:31.022;3551
1:31.399;3552
1:31.421;3553
1:31.635;3554
1:31.699;3555
1:31.708;3556
1:31.796;3557
1:32.012;3558
1:14.249;3566
1:14.081;3567
1:14.478;3568
1:14.340;3569
1:14.716;3570
1:14.488;3571
1:14.835;3572
1:14.698;3573
1:15.018;3574
1:14.943;3575
1:15.026;3576
1:15.084;3577
1:15.307;3578
1:15.467;3579
1:15.550;3580
1:15.588;3581
1:15.974;3582
1:19.573;3590
1:19.531;3591
1:20.237;3592
1:20.857;3593
1:20.877;3594
1:20.811;3595
1:20.797;3596
1:20.867;3597
1:21.273;3598
1:21.275;3599
1:21.292;3600
1:21.331;3601
1:21.517;3602
1:21.630;3603
1:21.897;3604
1:21.927;3605
1:21.998;3606
1:47.253;3614
1:46.211;3615
1:47.320;3616
1:47.245;3617
1:46.790;3618
1:47.322;3619
1:47.797;3620
1:47.292;3621
1:47.821;3622
1:47.544;3623
1:47.874;3624
1:47.885;3625
1:48.267;3626
1:48.680;3627
1:49.209;3628
1:50.980;3629
1:52.049;3630
1:22.297;3638
1:22.354;3639
1:22.610;3640
1:22.706;3641
1:22.394;3642
1:22.701;3643
1:23.055;3644
1:22.989;3645
1:22.880;3646
1:23.142;3647
1:23.199;3648
1:23.388;3649
1:23.659;3650
1:23.681;3651
1:23.819;3652
1:23.919;3653
1:24.044;3654
1:45.809;3662
1:45.561;3663
1:46.042;3664
1:46.490;3665
1:45.908;3666
1:47.019;3667
1:46.783;3668
1:46.949;3669
1:47.160;3670
1:47.559;3671
1:47.666;3672
1:47.674;3673
1:48.165;3674
1:48.502;3675
1:48.557;3676
1:48.899;3677
1:48.961;3678
1:31.184;3686
1:31.241;3687
1:31.523;3688
1:32.042;3689
1:31.819;3690
1:31.763;3691
1:31.886;3692
1:31.874;3693
1:31.926;3694
1:32.073;3695
1:32.187;3696
1:32.321;3697
1:32.422;3698
1:32.427;3699
1:32.659;3700
1:33.071;3701
1:33.154;3702
1:36.074;3710
1:36.039;3711
1:36.287;3712
1:36.197;3713
1:36.791;3714
1:36.169;3715
1:37.064;3716
1:37.179;3717
1:37.077;3718
1:37.511;3719
1:37.620;3720
1:37.643;3721
1:37.715;3722
1:37.783;3723
1:37.799;3724
1:37.853;3725
1:38.594;3726
1:19.144;3734
1:18.691;3735
1:18.516;3736
1:18.921;3737
1:19.010;3738
1:18.925;3739
1:18.877;3740
1:18.923;3741
1:19.200;3742
1:19.153;3743
1:19.288;3744
1:19.385;3745
1:19.486;3746
1:19.581;3747
1:19.847;3748
1:19.899;3749
1:20.357;3750
1:39.874;3758
1:40.119;3759
1:40.311;3760
1:40.014;3761
1:40.074;3762
1:40.323;3763
1:40.476;3764
1:40.452;3765
1:40.060;3766
1:40.658;3767
1:40.780;3768
1:40.783;3769
1:40.914;3770
1:41.113;3771
1:41.418;3772
1:41.642;3773
1:41.738;3774
1:28.289;4421
1:29.159;4422
1:28.279;4423
1:29.862;4424
1:28.892;4425
1:29.991;4426
1:29.413;4427
1:30.616;4428
1:29.320;4429
1:30.561;4430
1:31.341;4431
1:32.735;4432
1:29.758;4433
1:33.483;4434
1:31.222;4435
1:37.499;4436
1:35.090;4441
1:35.253;4442
1:35.683;4443
1:35.700;4444
1:35.901;4445
1:36.644;4446
1:35.865;4447
1:35.891;4448
1:36.216;4449
1:36.453;4450
1:36.757;4451
1:37.340;4452
1:37.561;4453
1:37.733;4454
1:37.024;4455
1:38.108;4456
1:39.850;4457
1:40.106;4458
1:41.918;4459
1:42.569;4460
1:32.054;4461
1:32.120;4462
1:32.667;4463
1:32.827;4464
1:32.670;4465
1:32.319;4466
1:32.723;4467
1:32.648;4468
1:32.930;4469
1:33.320;4470
1:33.391;4471
1:34.269;4472
1:34.450;4473
1:34.633;4474
1:35.867;4475
1:35.665;4476
1:36.004;4477
1:36.953;4478
1:36.417;4479
1:36.413;4480
1:22.994;4481
1:23.552;4482
1:23.641;4483
1:24.069;4484
1:24.026;4485
1:23.807;4486
1:24.057;4487
1:24.337;4488
1:24.389;4489
1:24.351;4490
1:24.422;4491
1:25.260;4492
1:25.002;4493
1:26.984;4494
1:26.438;4495
1:26.351;4496
1:28.976;4497
1:29.152;4498
1:30.564;4499
1:16.602;4501
1:16.626;4502
1:16.880;4503
1:17.047;4504
1:17.200;4505
1:17.229;4506
1:17.570;4507
1:18.153;4508
1:18.373;4509
1:18.361;4510
1:19.014;4511
1:19.686;4512
1:20.711;4513
1:20.903;4514
1:21.578;4515
1:22.453;4516
1:16.681;4519
1:16.281;4520
1:17.072;4521
1:17.317;4522
1:17.401;4523
1:17.755;4524
1:18.538;4525
1:18.550;4526
1:19.015;4527
1:18.841;4528
1:18.902;4529
1:20.335;4530
1:22.236;4531
1:22.977;4532
1:23.670;4533
1:23.948;4535
1:24.090;4537
1:24.595;4538
1:24.658;4539
1:24.957;4540
1:25.242;4541
1:25.582;4542
1:25.606;4543
1:25.611;4544
1:25.405;4545
1:25.882;4546
1:25.971;4547
1:26.103;4548
1:26.108;4549
1:26.739;4550
1:26.768;4551
1:31.407;4552
1:35.934;4562
1:35.852;4563
1:36.080;4564
1:35.569;4565
1:36.320;4566
1:36.811;4567
1:36.557;4568
1:36.642;4569
1:36.388;4570
1:36.691;4571
1:37.035;4572
1:37.160;4573
1:37.347;4574
1:37.370;4575
1:37.496;4576
1:37.528;4577
1:37.593;4578
1:34.776;4586
1:34.662;4587
1:34.486;4588
1:35.850;4589
1:35.165;4590
1:35.437;4591
1:35.563;4592
1:35.858;4593
1:35.500;4594
1:35.149;4595
1:35.874;4596
1:36.053;4597
1:36.236;4598
1:36.457;4599
1:36.465;4600
1:36.611;4601
1:36.956;4602
1:25.610;4610
1:26.075;4611
1:25.801;4612
1:26.066;4613
1:26.152;4614
1:26.485;4615
1:26.654;4616
1:26.121;4617
1:26.740;4618
1:26.395;4619
1:26.764;4620
1:27.027;4621
1:27.145;4622
1:27.236;4623
1:27.244;4624
1:27.255;4625
1:27.572;4626
1:21.773;4633
1:21.540;4634
1:22.148;4635
1:22.813;4636
1:22.050;4637
1:22.948;4638
1:22.569;4639
1:23.026;4640
1:22.854;4641
1:22.671;4642
1:23.231;4643
1:23.367;4644
1:23.694;4645
1:23.702;4646
1:25.403;4647
1:26.126;4648
1:26.571;4649
1:14.277;4656
1:14.545;4657
1:14.742;4658
1:14.569;4659
1:14.981;4660
1:14.648;4661
1:14.275;4662
1:14.741;4663
1:15.545;4664
1:15.482;4665
1:15.815;4666
1:15.826;4667
1:15.973;4668
1:16.118;4669
1:16.121;4670
1:16.214;4671
1:16.300;4672
1:13.486;4680
1:13.672;4681
1:13.431;4682
1:13.654;4683
1:13.926;4684
1:13.950;4685
1:13.955;4686
1:14.242;4687
1:14.467;4688
1:14.354;4689
1:14.752;4690
1:15.043;4691
1:15.285;4692
1:15.287;4693
1:15.334;4694
1:15.361;4695
1:15.587;4696
1:37.305;4704
1:38.058;4705
1:37.727;4706
1:37.930;4707
1:38.566;4708
1:37.749;4709
1:38.373;4710
1:38.365;4711
1:38.781;4712
1:39.034;4713
1:39.068;4714
1:39.422;4715
1:39.489;4716
1:39.525;4717
