fastestLap;rank;fastestLapTime;fastestLapSpeed;resultId
51;16;1:42.406;191.625;20836
45;13;1:42.031;192.329;20837
45;11;1:41.696;192.963;20838
54;4;1:41.157;193.991;20839
45;19;1:42.672;191.129;20840
39;9;1:41.643;193.063;20841
46;12;1:41.702;192.951;20842
53;14;1:42.052;192.290;20843
45;22;1:44.806;187.237;20844
54;21;1:44.381;187.999;20845
52;20;1:43.384;189.812;20846
41;24;1:46.081;184.986;20847
5;23;1:45.700;185.653;20848
50;3;1:29.937;213.669;20849
48;1;1:29.703;214.226;20850
48;6;1:30.279;212.860;20851
48;4;1:30.108;213.264;20852
47;7;1:30.573;212.169;20853
47;13;1:31.167;210.786;20854
52;5;1:30.158;213.145;20855
48;8;1:30.618;212.063;20856
44;14;1:31.360;210.341;20857
45;10;1:31.038;211.085;20858
57;11;1:31.118;210.900;20859
47;12;1:31.153;210.819;20860
43;16;1:32.070;208.719;20861
46;9;1:30.797;211.645;20862
46;17;1:32.079;208.699;20863
57;2;1:29.894;213.771;20864
44;15;1:32.044;208.778;20865
49;20;1:32.862;206.939;20866
55;19;1:32.695;207.312;20867
55;23;1:34.971;202.343;20868
51;21;1:33.948;204.547;20869
41;22;1:34.699;202.925;20870
40;18;1:32.519;207.706;20871
60;4;1:27.162;192.262;20873
52;1;1:26.727;193.227;20874
63;7;1:27.518;191.480;20875
50;5;1:27.187;192.207;20876
22;9;1:28.737;188.850;20877
34;15;1:29.463;187.317;20878
34;13;1:29.155;187.964;20879
61;3;1:26.958;192.713;20880
55;6;1:27.247;192.075;20881
52;8;1:27.615;191.268;20882
35;17;1:29.592;187.047;20883
42;16;1:29.469;187.305;20884
52;10;1:28.791;188.735;20885
27;18;1:30.049;186.098;20886
64;14;1:29.391;187.468;20887
52;12;1:29.132;188.013;20888
60;2;1:26.891;192.862;20889
34;20;1:30.783;184.594;20890
40;21;1:31.635;182.877;20891
36;22;1:32.549;181.071;20892
33;23;1:32.848;180.488;20893
24;11;1:29.081;188.120;20894
34;19;1:30.618;184.930;20895
22;24;1:33.884;178.496;20896
78;2;1:16.267;157.656;20897
77;4;1:16.471;157.236;20898
78;3;1:16.463;157.252;20899
78;1;1:16.234;157.724;20900
76;7;1:18.308;153.547;20901
54;5;1:17.847;154.456;20902
77;13;1:18.872;152.449;20903
77;6;1:17.857;154.436;20904
76;8;1:18.584;153.008;20905
77;12;1:18.832;152.526;20906
56;10;1:18.699;152.784;20907
75;11;1:18.724;152.736;20908
66;19;1:21.277;147.938;20909
54;18;1:20.678;149.036;20910
75;20;1:21.391;147.731;20911
74;21;1:21.566;147.414;20912
74;23;1:22.731;145.338;20913
62;14;1:18.904;152.387;20914
57;16;1:20.058;150.191;20915
59;9;1:18.608;152.961;20916
16;17;1:20.202;149.921;20917
30;15;1:19.801;150.674;20918
30;22;1:22.102;146.451;20919
69;1;1:16.956;204.007;20920
69;2;1:17.217;203.317;20921
65;8;1:19.572;197.300;20922
70;4;1:19.138;198.382;20923
68;3;1:19.054;198.593;20924
68;5;1:19.148;198.357;20925
70;10;1:20.213;195.723;20926
69;13;1:20.371;195.339;20927
68;11;1:20.316;195.472;20928
69;7;1:19.507;197.461;20929
69;9;1:20.071;196.070;20930
70;12;1:20.369;195.343;20931
63;17;1:23.419;188.201;20932
66;16;1:23.116;188.887;20933
68;15;1:22.495;190.309;20934
68;19;1:24.590;185.596;20935
67;14;1:22.233;190.916;20936
67;6;1:19.395;197.740;20937
53;18;1:24.265;186.312;20938
55;20;1:25.135;184.408;20939
47;21;1:30.171;174.109;20940
14;22;1:34.223;166.621;20941
16;24;1:38.460;159.451;20942
7;23;1:37.761;160.591;20943
53;1;1:41.852;191.536;20944
49;2;1:42.308;190.683;20945
39;4;1:42.534;190.262;20946
47;6;1:42.947;189.499;20947
53;5;1:42.705;189.945;20948
57;3;1:42.340;190.623;20949
53;12;1:43.649;188.215;20950
53;11;1:43.579;188.343;20951
53;10;1:43.526;188.439;20952
51;14;1:43.901;187.759;20953
41;15;1:43.949;187.672;20954
55;17;1:44.131;187.344;20955
47;16;1:44.103;187.395;20956
54;13;1:43.851;187.849;20957
41;8;1:43.151;189.124;20958
42;9;1:43.517;188.456;20959
50;18;1:44.578;186.544;20960
47;7;1:43.134;189.155;20961
44;19;1:45.055;185.697;20962
28;20;1:46.208;183.681;20963
49;21;1:46.628;182.957;20964
51;22;1:47.164;182.042;20965
37;23;1:47.418;181.612;20966
32;24;1:47.708;181.123;20967
41;1;1:34.908;223.454;20968
38;3;1:35.565;221.918;20969
49;4;1:35.665;221.686;20970
39;5;1:36.180;220.499;20971
49;2;1:35.474;222.129;20972
32;13;1:37.073;218.470;20973
35;7;1:36.656;219.413;20974
37;14;1:37.117;218.371;20975
34;11;1:37.034;218.558;20976
38;15;1:37.160;218.275;20977
42;9;1:36.744;219.213;20978
40;6;1:36.308;220.206;20979
38;8;1:36.733;219.238;20980
41;12;1:37.036;218.553;20981
48;16;1:37.936;216.545;20982
49;17;1:39.811;212.477;20983
30;20;1:40.560;210.894;20984
40;19;1:40.524;210.970;20985
30;22;1:40.910;210.163;20986
31;10;1:36.982;218.675;20987
24;18;1:40.224;211.602;20988
23;21;1:40.703;210.595;20989
9;23;1:55.491;183.629;20990
2;24;2:10.404;162.629;20991
59;1;1:34.302;196.526;20992
60;5;1:34.626;195.853;20993
60;2;1:34.468;196.180;20994
47;3;1:34.587;195.933;20995
51;4;1:34.609;195.888;20996
57;10;1:36.653;191.745;20997
51;7;1:36.181;192.686;20998
49;6;1:35.628;193.800;20999
50;11;1:36.659;191.733;21000
50;8;1:36.186;192.676;21001
53;13;1:37.033;190.994;21002
59;14;1:37.415;190.245;21003
54;12;1:36.715;191.622;21004
50;15;1:37.568;189.947;21005
48;16;1:37.863;189.374;21006
54;17;1:39.050;187.105;21007
57;21;1:39.982;185.361;21008
57;20;1:39.787;185.723;21009
57;23;1:40.489;184.426;21010
56;22;1:40.435;184.525;21011
28;24;1:40.683;184.070;21012
33;9;1:36.258;192.532;21013
8;19;1:39.679;185.924;21014
7;18;1:39.452;186.349;21015
58;6;1:23.937;187.898;21016
70;5;1:23.875;188.036;21017
62;3;1:23.711;188.405;21018
61;2;1:23.661;188.517;21019
61;4;1:23.718;188.389;21020
61;1;1:23.415;189.073;21021
65;14;1:25.935;183.529;21022
65;15;1:25.977;183.439;21023
64;9;1:24.857;185.860;21024
68;16;1:26.025;183.337;21025
65;7;1:24.664;186.284;21026
68;8;1:24.664;186.284;21027
65;11;1:25.018;185.508;21028
66;12;1:25.579;184.292;21029
67;10;1:24.999;185.550;21030
56;13;1:25.724;183.981;21031
59;18;1:28.022;179.177;21032
62;19;1:28.876;177.456;21033
58;20;1:29.068;177.073;21034
53;21;1:29.208;176.795;21035
54;17;1:27.149;180.972;21036
19;22;1:29.781;175.667;21037
19;23;1:30.826;173.646;21038
16;24;1:35.252;165.577;21039
36;4;1:50.451;228.285;21040
33;1;1:49.883;229.465;21041
39;2;1:50.062;229.092;21042
41;5;1:51.107;226.937;21043
34;6;1:51.137;226.876;21044
39;8;1:52.263;224.601;21045
33;10;1:52.591;223.946;21046
42;7;1:51.564;226.008;21047
34;9;1:52.432;224.263;21048
43;12;1:53.362;222.423;21049
32;11;1:53.223;222.696;21050
35;14;1:53.871;221.429;21051
39;13;1:53.585;221.987;21052
38;17;1:54.571;220.076;21053
35;15;1:54.051;221.080;21054
42;3;1:50.424;228.341;21055
38;19;1:56.319;216.769;21056
37;20;1:56.540;216.358;21057
42;22;1:58.061;213.570;21058
26;16;1:54.244;220.706;21059
10;23;1:59.831;210.416;21060
8;18;1:55.647;218.029;21061
4;21;1:56.790;215.895;21062
49;3;1:26.557;240.937;21064
52;2;1:26.207;241.915;21065
50;6;1:27.191;239.185;21066
52;1;1:26.187;241.971;21067
46;7;1:27.402;238.607;21068
53;5;1:26.924;239.919;21069
49;10;1:28.357;236.028;21070
52;8;1:28.054;236.841;21071
51;4;1:26.895;240.000;21072
51;9;1:28.202;236.443;21073
51;12;1:28.934;234.497;21074
49;11;1:28.377;235.975;21075
50;14;1:29.639;232.653;21076
50;15;1:29.825;232.171;21077
51;17;1:30.783;229.721;21078
36;20;1:32.013;226.650;21079
29;13;1:29.403;233.267;21080
21;16;1:30.000;231.720;21081
8;19;1:31.455;228.033;21082
4;18;1:30.994;229.188;21083
51;2;1:48.688;168.029;21088
54;1;1:48.454;168.392;21089
54;3;1:50.088;165.892;21090
58;5;1:50.891;164.691;21091
54;4;1:50.832;164.779;21092
41;15;1:54.239;159.864;21093
42;16;1:54.383;159.663;21094
45;17;1:54.564;159.411;21095
26;8;1:52.550;162.263;21096
42;18;1:54.615;159.340;21097
50;10;1:53.198;161.335;21098
51;7;1:52.197;162.774;21099
40;19;1:55.235;158.483;21100
56;6;1:51.329;164.043;21101
55;12;1:53.774;160.518;21102
56;13;1:54.063;160.111;21103
56;14;1:54.204;159.913;21104
22;22;1:58.730;153.817;21105
40;23;1:59.064;153.386;21106
41;21;1:58.283;154.399;21107
37;11;1:53.676;160.656;21108
25;20;1:57.126;155.924;21109
26;9;1:53.096;161.480;21110
6;24;2:00.412;151.669;21111
52;1;1:36.568;216.481;21112
50;4;1:36.682;216.226;21113
52;6;1:36.916;215.704;21114
47;5;1:36.828;215.900;21115
49;9;1:37.645;214.093;21116
53;12;1:37.916;213.501;21117
50;11;1:37.800;213.754;21118
39;2;1:36.569;216.479;21119
47;7;1:37.053;215.399;21120
50;3;1:36.614;216.378;21121
43;14;1:38.133;213.029;21122
43;13;1:37.970;213.383;21123
44;19;1:39.724;209.630;21124
50;10;1:37.645;214.093;21125
41;8;1:37.411;214.608;21126
42;15;1:38.407;212.436;21127
53;16;1:39.080;210.993;21128
50;17;1:39.297;210.532;21129
49;18;1:39.561;209.973;21130
46;21;1:41.704;205.549;21131
45;22;1:41.794;205.367;21132
49;20;1:41.437;206.090;21133
37;24;1:42.409;204.134;21134
6;23;1:42.107;204.738;21135
55;1;1:39.605;202.941;21136
54;3;1:40.459;201.216;21137
55;2;1:40.294;201.547;21138
55;7;1:40.709;200.716;21139
41;6;1:40.547;201.040;21140
51;5;1:40.541;201.052;21141
55;8;1:40.940;200.257;21142
49;9;1:41.770;198.624;21143
50;4;1:40.537;201.060;21144
50;12;1:42.102;197.978;21145
49;10;1:42.014;198.149;21146
54;13;1:42.371;197.458;21147
41;16;1:42.549;197.115;21148
52;15;1:42.456;197.294;21149
45;11;1:42.080;198.021;21150
39;14;1:42.425;197.354;21151
46;17;1:43.009;196.235;21152
53;18;1:44.536;193.368;21153
53;21;1:44.870;192.752;21154
53;20;1:44.746;192.981;21155
45;24;1:46.173;190.387;21156
26;19;1:44.689;193.086;21157
10;23;1:45.469;191.658;21158
13;22;1:45.327;191.916;21159
60;1;1:27.249;211.463;21160
60;4;1:27.967;209.737;21161
58;3;1:27.953;209.771;21162
59;2;1:27.520;210.808;21163
48;5;1:28.549;208.359;21164
59;6;1:28.600;208.239;21165
58;9;1:28.721;207.955;21166
57;10;1:29.239;206.748;21167
59;12;1:29.289;206.632;21168
58;14;1:29.345;206.502;21169
58;11;1:29.289;206.632;21170
55;13;1:29.310;206.583;21171
59;8;1:28.679;208.053;21172
58;16;1:30.294;204.332;21173
56;7;1:28.635;208.157;21174
51;21;1:31.990;200.565;21175
44;20;1:31.988;200.569;21176
49;18;1:31.674;201.256;21177
52;19;1:31.691;201.219;21178
19;15;1:30.243;204.447;21179
23;17;1:30.956;202.845;21180
12;22;1:33.573;197.172;21181
2;23;2:09.008;143.014;21182
51;3;1:43.461;193.255;21184
41;6;1:43.914;192.412;21185
51;2;1:43.154;193.830;21186
51;1;1:42.612;194.854;21187
51;10;1:44.288;191.722;21188
55;7;1:43.993;192.266;21189
48;15;1:44.916;190.575;21190
53;14;1:44.709;190.952;21191
49;9;1:44.120;192.032;21192
47;4;1:43.521;193.143;21193
41;12;1:44.566;191.213;21194
50;11;1:44.438;191.447;21195
52;5;1:43.673;192.860;21196
52;13;1:44.628;191.099;21197
47;8;1:44.093;192.082;21198
32;16;1:46.150;188.359;21199
50;17;1:46.610;187.547;21200
36;19;1:47.444;186.091;21201
42;20;1:48.085;184.987;21202
52;22;1:49.242;183.028;21203
35;21;1:48.274;184.664;21204
17;18;1:47.094;186.699;21205
16;23;1:51.196;179.812;21206
71;1;1:15.324;205.942;21208
68;3;1:16.076;203.906;21209
63;2;1:15.580;205.244;21210
65;4;1:16.181;203.625;21211
64;12;1:17.271;200.753;21212
36;8;1:17.161;201.039;21213
45;10;1:17.207;200.919;21214
64;14;1:17.452;200.284;21215
55;15;1:17.644;199.788;21216
58;7;1:17.011;201.430;21217
55;9;1:17.162;201.036;21218
59;13;1:17.428;200.346;21219
63;16;1:17.780;199.439;21220
70;6;1:16.684;202.289;21221
62;5;1:16.681;202.297;21222
69;17;1:18.023;198.818;21223
62;18;1:18.274;198.180;21224
47;19;1:18.596;197.368;21225
60;22;1:19.902;194.142;21226
64;20;1:19.649;194.759;21227
60;23;1:20.648;192.346;21228
35;11;1:17.209;200.914;21229
26;21;1:19.706;194.620;21230
14;24;1:21.773;189.700;21231
56;1;1:29.187;214.053;21232
57;2;1:29.417;213.503;21233
57;4;1:29.538;213.214;21234
57;3;1:29.438;213.452;21235
52;7;1:30.277;211.469;21236
55;10;1:30.620;210.668;21237
50;11;1:30.759;210.346;21238
46;12;1:30.843;210.151;21239
53;8;1:30.592;210.733;21240
57;9;1:30.605;210.703;21241
52;6;1:30.274;211.476;21242
53;14;1:30.931;209.948;21243
53;5;1:30.254;211.523;21244
43;19;1:34.253;202.548;21245
45;20;1:35.011;200.932;21246
49;13;1:30.855;210.123;21247
46;15;1:31.940;207.644;21248
26;17;1:33.693;203.759;21249
27;16;1:33.214;204.806;21250
4;18;1:34.021;203.048;21251
53;7;1:41.680;196.250;21256
54;3;1:41.021;197.531;21257
50;6;1:41.539;196.523;21258
52;2;1:41.017;197.539;21259
53;1;1:40.722;198.117;21260
55;5;1:41.404;196.785;21261
55;10;1:41.819;195.983;21262
55;12;1:41.922;195.785;21263
51;15;1:42.173;195.304;21264
53;9;1:41.760;196.096;21265
50;4;1:41.342;196.905;21266
54;8;1:41.756;196.104;21267
51;11;1:41.863;195.898;21268
50;14;1:42.100;195.443;21269
56;13;1:42.051;195.537;21270
52;17;1:43.513;192.775;21271
50;20;1:44.757;190.486;21272
54;18;1:43.803;192.237;21273
51;16;1:42.237;195.181;21274
50;21;1:44.813;190.384;21275
52;22;1:45.909;188.414;21276
54;23;1:46.244;187.820;21277
44;19;1:44.202;191.501;21278
2;24;2:08.464;155.333;21279
40;8;1:40.967;194.356;21280
56;3;1:40.422;195.411;21281
40;6;1:40.530;195.201;21282
52;5;1:40.490;195.279;21283
33;7;1:40.601;195.063;21284
35;11;1:41.120;194.062;21285
37;16;1:41.293;193.731;21286
36;4;1:40.482;195.294;21287
41;12;1:41.152;194.001;21288
40;1;1:39.960;196.314;21289
37;10;1:41.071;194.156;21290
40;17;1:41.498;193.339;21291
48;14;1:41.240;193.832;21292
43;18;1:41.794;192.777;21293
48;9;1:40.977;194.337;21294
48;2;1:40.019;196.198;21295
40;15;1:41.251;193.811;21296
38;19;1:42.385;191.664;21297
41;21;1:42.748;190.987;21298
39;20;1:42.621;191.224;21299
54;22;1:43.610;189.398;21300
40;23;1:43.935;188.806;21301
53;13;1:41.190;193.928;21302
9;24;1:44.109;188.490;21303
41;1;1:36.379;202.151;21304
41;5;1:37.116;200.617;21305
42;3;1:36.928;201.006;21306
45;6;1:37.437;199.956;21307
41;10;1:38.080;198.646;21308
41;18;1:38.372;198.056;21309
44;15;1:38.203;198.397;21310
38;7;1:37.733;199.351;21311
42;12;1:38.123;198.558;21312
39;13;1:38.128;198.548;21313
39;14;1:38.146;198.512;21314
46;17;1:38.312;198.177;21315
54;2;1:36.700;201.480;21316
43;4;1:37.058;200.737;21317
42;8;1:37.903;199.005;21318
42;16;1:38.305;198.191;21319
43;19;1:38.441;197.917;21320
47;9;1:38.046;198.714;21321
46;23;1:40.323;194.204;21322
41;22;1:40.237;194.371;21323
48;20;1:39.747;195.326;21324
51;11;1:38.087;198.631;21325
14;21;1:39.876;195.073;21326
14;24;1:41.519;191.916;21327
26;6;1:27.906;190.635;21328
46;3;1:27.390;191.761;21329
50;2;1:26.938;192.758;21330
53;1;1:26.250;194.295;21331
45;8;1:28.266;189.857;21332
65;4;1:27.768;190.935;21333
45;7;1:28.150;190.107;21334
50;18;1:28.918;188.465;21335
41;14;1:28.624;189.090;21336
48;17;1:28.912;188.478;21337
44;5;1:27.857;190.741;21338
54;9;1:28.308;189.767;21339
44;12;1:28.587;189.169;21340
44;10;1:28.313;189.756;21341
47;11;1:28.448;189.467;21342
50;15;1:28.715;188.897;21343
48;16;1:28.773;188.773;21344
49;19;1:29.599;187.033;21345
54;20;1:30.722;184.718;21346
20;13;1:28.605;189.131;21347
29;22;1:31.136;183.879;21348
15;24;1:32.903;180.381;21349
10;23;1:31.822;182.505;21350
4;21;1:31.089;183.973;21351
45;3;1:18.805;152.579;21352
46;7;1:18.977;152.246;21353
45;5;1:18.857;152.478;21354
43;9;1:19.076;152.056;21355
46;4;1:18.806;152.577;21356
41;10;1:19.101;152.008;21357
51;17;1:19.757;150.757;21358
35;2;1:18.423;153.322;21359
51;12;1:19.246;151.730;21360
51;11;1:19.187;151.843;21361
49;1;1:17.296;155.557;21362
25;8;1:19.013;152.177;21363
76;13;1:19.305;151.617;21364
60;15;1:19.637;150.985;21365
44;19;1:20.286;149.764;21366
51;18;1:19.923;150.444;21367
44;16;1:19.752;150.767;21368
61;14;1:19.604;151.047;21369
52;6;1:18.904;152.387;21370
12;20;1:20.825;148.765;21371
4;21;1:25.480;140.664;21372
59;6;1:17.020;203.837;21376
57;11;1:17.264;203.194;21377
67;3;1:16.414;205.454;21378
70;1;1:15.752;207.249;21379
42;15;1:17.820;201.742;21380
67;7;1:17.060;203.732;21381
62;8;1:17.131;203.544;21382
70;5;1:16.764;204.517;21383
61;12;1:17.464;202.669;21384
69;2;1:16.182;206.080;21385
63;10;1:17.219;203.312;21386
62;9;1:17.202;203.357;21387
67;13;1:17.489;202.604;21388
70;4;1:16.609;204.931;21389
55;17;1:17.875;201.600;21390
63;16;1:17.843;201.682;21391
67;14;1:17.817;201.750;21392
62;19;1:18.128;200.947;21393
58;18;1:18.093;201.037;21394
63;21;1:20.632;194.706;21395
47;22;1:21.032;193.745;21396
37;20;1:18.433;200.165;21397
23;23;1:21.535;192.550;21398
12;24;1:22.044;191.355;21399
40;5;1:43.666;188.185;21400
43;7;1:43.686;188.148;21401
43;3;1:43.099;189.220;21402
40;2;1:42.717;189.923;21403
40;13;1:44.226;187.174;21404
54;1;1:42.163;190.953;21405
45;11;1:44.101;187.398;21406
48;17;1:44.806;186.138;21407
43;4;1:43.526;188.439;21408
44;12;1:44.111;187.380;21409
44;6;1:43.674;188.170;21410
43;10;1:44.064;187.465;21411
54;14;1:44.253;187.125;21412
40;19;1:45.294;185.275;21413
43;22;1:46.701;182.832;21414
36;15;1:44.431;186.806;21415
36;23;1:46.799;182.664;21416
42;21;1:46.388;183.370;21417
43;9;1:44.007;187.568;21418
38;8;1:43.764;188.007;21419
18;16;1:44.555;186.585;21420
22;18;1:45.082;185.649;21421
22;20;1:45.491;184.929;21422
49;4;1:34.934;223.393;21424
49;7;1:35.385;222.336;21425
52;3;1:34.897;223.480;21426
50;5;1:35.041;223.141;21427
50;1;1:34.661;224.037;21428
50;2;1:34.884;223.510;21429
52;6;1:35.191;222.789;21430
44;15;1:36.173;220.515;21431
48;12;1:35.863;221.228;21432
52;14;1:36.086;220.714;21433
48;9;1:35.478;222.120;21434
37;13;1:35.981;220.956;21435
49;8;1:35.448;222.190;21436
49;10;1:35.514;222.036;21437
49;11;1:35.750;221.489;21438
34;17;1:37.515;217.480;21439
37;19;1:38.050;216.293;21440
50;16;1:37.422;217.687;21441
50;18;1:38.008;216.386;21442
44;21;1:39.618;212.889;21443
50;20;1:38.339;215.658;21444
3;22;1:39.781;212.541;21445
66;2;1:19.044;208.319;21448
67;8;1:19.469;207.205;21449
62;13;1:19.719;206.555;21450
56;9;1:19.485;207.163;21451
61;4;1:19.161;208.011;21452
62;6;1:19.270;207.725;21453
57;1;1:18.725;209.163;21454
59;14;1:19.794;206.361;21455
56;7;1:19.372;207.458;21456
59;3;1:19.105;208.158;21457
67;12;1:19.717;206.560;21458
67;5;1:19.225;207.843;21459
44;18;1:20.066;205.660;21460
59;11;1:19.645;206.747;21461
59;10;1:19.607;206.846;21462
62;16;1:19.997;205.837;21463
62;15;1:19.894;206.103;21464
60;17;1:20.013;205.796;21465
61;20;1:20.596;204.307;21466
45;21;1:21.753;201.416;21467
51;23;1:22.407;199.817;21468
54;24;1:22.778;198.922;21469
55;22;1:21.788;201.330;21470
34;19;1:20.091;205.596;21471
65;4;1:25.677;184.082;21472
41;6;1:25.728;183.972;21473
59;13;1:26.050;183.284;21474
68;1;1:24.136;187.453;21475
65;7;1:25.738;183.951;21476
58;10;1:25.831;183.751;21477
65;16;1:26.248;182.863;21478
41;3;1:25.402;184.674;21479
54;11;1:25.920;183.561;21480
58;9;1:25.830;183.753;21481
60;15;1:26.073;183.235;21482
57;12;1:25.976;183.441;21483
63;5;1:25.723;183.983;21484
65;2;1:25.218;185.073;21485
59;17;1:26.508;182.313;21486
66;14;1:26.061;183.260;21487
62;18;1:26.595;182.130;21488
61;8;1:25.745;183.936;21489
59;20;1:27.629;179.981;21490
22;22;1:28.727;177.754;21491
55;21;1:28.447;178.316;21492
56;23;1:28.765;177.678;21493
56;24;1:29.506;176.207;21494
56;19;1:26.778;181.746;21495
40;10;1:54.293;220.611;21496
39;9;1:54.198;220.795;21497
34;5;1:53.640;221.879;21498
40;6;1:53.760;221.645;21499
30;3;1:53.464;222.223;21500
42;7;1:53.768;221.629;21501
37;4;1:53.507;222.139;21502
31;8;1:53.995;221.188;21503
42;12;1:54.605;220.011;21504
28;11;1:54.562;220.093;21505
39;2;1:53.073;222.992;21506
43;1;1:52.822;223.488;21507
26;13;1:55.598;218.121;21508
28;15;1:56.741;215.985;21509
30;16;1:56.956;215.588;21510
27;18;1:57.939;213.791;21511
33;14;1:56.475;216.479;21512
30;17;1:57.315;214.929;21513
16;19;1:59.113;211.684;21514
4;20;2:56.181;143.116;21515
52;5;1:28.427;235.841;21520
53;2;1:27.562;238.171;21521
44;11;1:28.835;234.758;21522
33;12;1:28.914;234.550;21523
52;17;1:29.109;234.036;21524
51;3;1:27.718;237.748;21525
53;1;1:27.239;239.053;21526
51;16;1:29.068;234.144;21527
39;14;1:29.032;234.239;21528
52;10;1:28.742;235.004;21529
51;4;1:28.053;236.843;21530
46;7;1:28.621;235.325;21531
52;8;1:28.677;235.177;21532
46;19;1:29.399;233.277;21533
46;15;1:29.066;234.149;21534
44;20;1:29.753;232.357;21535
50;21;1:29.888;232.008;21536
51;22;1:30.398;230.699;21537
44;23;1:31.086;228.957;21538
43;18;1:29.202;233.792;21539
46;6;1:28.578;235.439;21540
46;9;1:28.713;235.081;21541
31;13;1:28.926;234.518;21542
6;24;1:31.962;226.776;21543
50;3;1:52.134;162.865;21544
47;4;1:52.625;162.155;21545
53;5;1:52.709;162.034;21546
54;7;1:52.931;161.716;21547
55;12;1:53.897;160.344;21548
53;11;1:53.785;160.502;21549
56;14;1:54.123;160.027;21550
47;13;1:53.997;160.204;21551
53;15;1:54.267;159.825;21552
51;6;1:52.778;161.935;21553
53;10;1:53.726;160.585;21554
30;21;1:56.057;157.360;21555
52;2;1:51.690;163.513;21556
52;1;1:51.033;164.480;21557
48;18;1:55.233;158.485;21558
37;22;1:56.486;156.781;21559
48;23;1:57.671;155.202;21560
27;9;1:53.610;160.749;21561
44;17;1:55.140;158.613;21562
28;8;1:53.510;160.891;21563
26;20;1:56.047;157.374;21564
27;16;1:55.120;158.641;21565
26;24;1:58.507;154.107;21566
14;19;1:55.541;158.063;21567
52;1;1:35.774;218.276;21568
50;5;1:36.894;215.753;21569
52;3;1:36.679;216.233;21570
51;2;1:36.606;216.396;21571
45;11;1:37.760;213.842;21572
49;13;1:37.886;213.566;21573
46;14;1:37.938;213.453;21574
45;12;1:37.771;213.818;21575
49;7;1:37.128;215.233;21576
50;8;1:37.455;214.511;21577
43;6;1:36.942;215.646;21578
48;10;1:37.535;214.335;21579
39;9;1:37.533;214.339;21580
44;4;1:36.819;215.920;21581
52;15;1:38.043;213.224;21582
48;18;1:38.756;211.685;21583
47;17;1:38.344;212.572;21584
50;20;1:39.351;210.417;21585
32;16;1:38.277;212.717;21586
34;21;1:40.493;208.026;21587
21;22;1:41.388;206.190;21588
17;19;1:38.983;211.199;21589
55;5;1:42.499;197.211;21592
54;1;1:42.037;198.104;21593
52;3;1:42.442;197.321;21594
48;2;1:42.242;197.707;21595
51;11;1:42.822;196.592;21596
54;6;1:42.645;196.931;21597
44;10;1:42.783;196.666;21598
48;8;1:42.721;196.785;21599
45;12;1:43.148;195.970;21600
49;9;1:42.721;196.785;21601
49;4;1:42.495;197.219;21602
48;15;1:43.517;195.272;21603
49;13;1:43.184;195.902;21604
55;7;1:42.679;196.865;21605
49;14;1:43.411;195.472;21606
50;18;1:45.013;192.490;21607
43;17;1:44.955;192.596;21608
42;19;1:45.236;192.082;21609
52;16;1:44.462;193.505;21610
39;21;1:47.068;188.795;21611
9;22;1:49.861;183.996;21612
3;20;1:47.066;188.799;21613
60;4;1:28.723;207.950;21616
60;3;1:28.630;208.168;21617
59;6;1:29.029;207.235;21618
58;5;1:28.944;207.433;21619
60;1;1:28.203;209.176;21620
59;11;1:29.283;206.646;21621
54;12;1:29.354;206.482;21622
60;10;1:29.230;206.769;21623
57;15;1:29.522;206.094;21624
60;2;1:28.431;208.637;21625
59;14;1:29.492;206.163;21626
59;7;1:29.086;207.103;21627
57;13;1:29.440;206.283;21628
