milliseconds;resultId
7147794;7602
7155235;7603
7157641;7604
7159319;7605
7170338;7606
5508182;7614
5515369;7615
5517352;7616
5530278;7617
5545961;7618
5550239;7619
5551062;7620
5560957;7621
5566380;7622
5573331;7623
5575823;7624
5586006;7625
5586987;7626
5839202;7634
5852258;7635
5853126;7636
5858143;7637
5882368;7638
5890029;7639
5891514;7640
5904413;7641
6044282;7654
6051948;7655
6057724;7656
6059392;7657
6060012;7658
6077868;7659
6082121;7660
6107424;7661
6109322;7662
5184848;7674
5191562;7675
5192309;7676
5212691;7677
5216387;7678
5224844;7679
5231095;7680
5231807;7681
5235094;7682
5247268;7683
5249175;7684
5251224;7685
5265302;7686
4969328;7694
4984516;7695
5010503;7696
5014371;7697
5015243;7698
5015613;7699
5037635;7700
5038950;7701
5039151;7702
5040850;7703
5043351;7704
5803310;7714
5812562;7715
5819216;7716
5824409;7717
5826919;7718
5827778;7719
5828198;7720
5862002;7721
5864767;7722
5865235;7723
5865637;7724
5866186;7725
5871638;7726
5872865;7727
5875251;7728
5893535;7729
5894280;7730
5903876;7734
5915405;7735
5920762;7736
5930843;7737
5938268;7738
5939113;7739
5958964;7740
5972048;7741
5972650;7742
5973132;7743
5974488;7744
5975388;7745
5977922;7746
5751289;7754
5753647;7755
5767283;7756
5771321;7757
5772159;7758
5779033;7759
5786202;7760
5787956;7761
5796199;7762
5799224;7763
5800111;7764
5814903;7765
5815816;7766
5837808;7767
5843063;7768
5030995;7774
5031934;7775
5034870;7776
5040961;7777
5042271;7778
5063758;7779
5066456;7780
5067203;7781
5067954;7782
5072485;7783
5073631;7784
5077101;7785
5085236;7786
5133172;7787
4581706;7794
4584572;7795
4612370;7796
4612837;7797
4640888;7798
4642399;7799
4664118;7800
4667113;7801
4668562;7802
4743869;7803
4745631;7804
6966337;7814
6975971;7815
6982961;7816
6986958;7817
6996352;7818
6998195;7819
7002494;7820
7021391;7821
7022391;7822
7025229;7823
7026114;7824
7039346;7825
7046227;7826
7059839;7827
5300443;7834
5305320;7835
5306915;7836
5308383;7837
5309236;7838
5309952;7839
5311084;7840
5311917;7841
5312220;7842
5313508;7843
5314178;7844
5315039;7845
5315402;7846
5316177;7847
5318416;7848
5543081;7854
5550707;7855
5562025;7856
5562733;7857
5572086;7858
5576421;7859
5579072;7860
5588535;7861
5591580;7862
5606405;7863
5613746;7864
5614469;7865
5938744;7874
5946553;7875
5948114;7876
5949237;7877
5956610;7878
5956985;7879
5211245;7912
5251470;7913
6813251;7951
6865780;7952
5721431;7989
5736991;7990
5752685;7991
5766926;7992
5777544;7993
7293133;8028
7332829;8029
7336343;8030
7284073;8067
7314080;8068
7380722;8069
7385557;8070
5909411;8106
5953428;8107
5976332;8108
5982643;8109
4762131;8145
4781500;8146
4810150;8147
4828866;8148
4903302;8184
4921453;8185
4986556;8186
6578650;8222
6604617;8223
6617004;8224
6622827;8225
6623756;8226
6650689;8227
6662875;8228
6054196;8261
6055500;8262
6056020;8263
6108604;8264
6123001;8265
6132512;8266
4767550;8300
4774876;8301
4782525;8302
4806272;8303
5808546;8339
5841183;8340
5863871;8341
5890915;8342
6468264;8378
6495315;8379
6522052;8380
5706277;8416
5718181;8417
5719723;8418
5810502;8419
7217421;8455
7246079;8456
7255104;8457
7259752;8458
5766857;8494
5776730;8495
5835448;8496
5840205;8497
5841413;8498
5561264;8525
5563598;8526
7037077;8555
7057530;8556
7078306;8557
5415737;8586
5422841;8587
5473051;8588
5986618;8617
5992552;8618
6038027;8619
6896035;8648
6934748;8649
5857328;8679
5889080;8680
5923833;8681
5596367;8710
5619711;8711
5647581;8712
5667745;8713
5677202;8714
5574188;8741
5587797;8742
5626283;8743
5675100;8744
5683794;8745
7067081;8772
7067610;8773
7098491;8774
7155751;8775
5280549;8803
5311019;8804
5356317;8805
5364177;8806
5365904;8807
4659744;8834
4660246;8835
4695276;8836
4695858;8837
4712266;8838
4719622;8839
4734487;8840
4752310;8841
5860958;8865
5870511;8866
5905577;8867
5928377;8868
5932842;8869
5939227;8870
6523851;8896
6550083;8897
6559297;8898
6570561;8899
6571281;8900
6575664;8901
6599815;8902
6601160;8903
6601506;8904
5606173;8927
5619536;8928
5642282;8929
5692887;8930
5696776;8931
5703788;8932
6794676;8958
6831063;8959
6842222;8960
6874764;8961
5985141;8989
6025688;8990
6041899;8991
6084376;8992
5484076;9012
5511621;9013
5523220;9014
5544664;9015
5223217;9039
5247981;9040
7074085;9065
7107297;9066
7146924;9067
6616358;9091
6650177;9092
6661685;9093
6678959;9094
5823839;9117
5831550;9118
5879094;9119
4751780;9143
4753698;9144
4885091;9169
4984682;9170
7166793;9195
7204520;9196
7254249;9197
4724898;9221
4780602;9222
4487707;9247
4489513;9248
4536743;9249
4545686;9250
4569026;9251
4576494;9252
5823906;9275
5844399;9276
5887201;9277
6552692;9301
6574917;9302
6583510;9303
6584142;9304
6626199;9305
5184207;9328
5210383;9329
5271086;9330
5285559;9331
5578072;9354
5595456;9355
5595766;9356
5658513;9357
5663648;9358
5674551;9359
6776144;9381
6844028;9382
5972583;9408
6007410;9409
6032342;9410
6061012;9411
6527735;9433
6527749;9434
6549287;9435
5548408;9458
5556053;9459
6941060;9484
6966082;9485
6994706;9486
7012462;9487
5277925;9509
5297752;9510
5301517;9511
5307559;9512
5348615;9513
5415697;9514
6146415;9534
6167074;9535
6182677;9536
6242088;9537
6672847;9559
6703864;9560
6704671;9561
6763783;9562
5839272;9585
5856400;9586
5876817;9587
5887975;9588
5438471;9611
5444045;9612
4928263;9637
4943700;9638
4972843;9639
5003439;9640
7234508;9663
7252181;9664
4882531;9689
4662889;9715
4672717;9716
4685804;9717
4716698;9718
5841900;9742
5860672;9743
5891174;9744
5598700;9769
5624138;9770
5651213;9771
6860388;9794
6864593;9795
6086115;9820
6089374;9821
7228006;9845
7290984;9846
5675955;9871
6718034;9897
6725575;9898
6805205;9899
6361813;9922
6363770;9923
6366154;9924
6389634;9925
6405162;9926
6439691;9927
6939851;9947
6997400;9948
7003021;9949
7006076;9950
7026817;9951
5506266;9972
5512926;9973
5515551;9974
5559757;9975
5559956;9976
5581433;9977
5610478;9978
4690436;9998
5731337;10024
5742998;10025
5782491;10026
5786616;10027
5805309;10028
5808157;10029
4812583;10051
4842585;10052
4846939;10053
4851656;10054
4894675;10055
5549263;10078
5549495;10079
5597754;10080
5598100;10081
4679451;10104
4731086;10105
4739841;10106
4740060;10107
5659893;10130
5688315;10131
5715002;10132
5735183;10133
5578109;10154
5599505;10155
5636642;10156
5644230;10157
5302866;10180
5310438;10181
7240473;10201
7283603;10202
7329009;10203
6154492;10226
6195006;10227
6213620;10228
5363430;10253
5429380;10254
5792048;10280
5834434;10281
5861851;10282
5813679;10307
5827095;10308
5471951;10335
5479105;10336
5495920;10337
5515657;10338
5538076;10339
3667740;10361
3675186;10362
3696817;10363
3702986;10364
3712179;10365
6383748;10388
6386360;10389
6471780;10390
6941842;10414
6974480;10415
7028370;10416
7057100;10417
7282617;10441
7305081;10442
5368532;10467
5410655;10468
5431860;10469
5083210;10495
5086359;10496
5119633;10497
5134873;10498
5155159;10499
4872851;10522
4896376;10523
4921849;10524
4929163;10525
5841468;10549
5851751;10550
5921012;10551
4829065;10576
4853314;10577
5713284;10603
5737195;10604
5738206;10605
5756370;10606
5774714;10607
6071753;10629
6085178;10630
6091795;10631
6092070;10632
6163922;10633
6507731;10656
6559614;10657
6581682;10658
6585848;10659
6585938;10660
6814889;10684
6842882;10685
6888527;10686
5653913;10712
5683633;10713
5694145;10714
5720793;10715
5872460;10741
5921241;10742
6998121;10769
7016596;10770
7029487;10771
7062418;10772
5231502;10797
5254684;10798
5271371;10799
5273797;10800
5281982;10801
5324609;10802
5350041;10803
5389775;10804
6653669;10825
6661371;10826
6662952;10827
6725854;10828
6746272;10829
6511838;10852
6553867;10853
6564448;10854
6588886;10855
5079780;10880
5098941;10881
5106026;10882
5118732;10883
5138654;10884
5230319;10909
5300971;10910
5334412;10911
5351069;10912
5072745;10938
5079580;10939
5100404;10940
5101140;10941
5921950;10967
5942789;10968
5965691;10969
5998789;10970
6006242;10971
4990880;10996
5001092;10997
5009492;10998
5019903;10999
5044560;11000
5064228;11001
5084802;11002
5086915;11003
5805865;11025
5812436;11026
5836180;11027
5840261;11028
5850780;11029
5858055;11030
5878549;11031
5605708;11054
5615027;11055
5627677;11056
5528401;11080
5543347;11081
5556301;11082
5560514;11083
5571540;11084
5579394;11085
6273134;11111
6276124;11112
6309993;11113
6323895;11114
7105318;11142
7119978;11143
7184461;11144
7186265;11145
5798887;11173
5799253;11174
5866571;11175
5741995;11187
5749263;11188
6851259;11219
7121043;11250
7136769;11251
7149120;11252
7193019;11253
7204800;11254
6399577;11279
6413376;11280
6461413;11281
5883254;11308
5904903;11309
5905619;11310
5966983;11311
5733812;11339
5759538;11340
5772248;11341
5775054;11342
5775242;11343
5775448;11344
5613217;11369
5630525;11370
5655345;11371
5689458;11372
5704211;11373
5705556;11374
5245178;11398
5261557;11399
5102212;11427
5102262;11428
5561087;11456
5565529;11457
5621430;11458
4945734;11485
4959798;11486
4994186;11487
5033579;11488
6116888;11515
6144180;11516
6173338;11517
6185536;11518
6188263;11519
6641330;11545
6650520;11546
6676250;11547
6690640;11548
6708030;11549
7223660;11574
7228100;11575
7286740;11576
7300690;11577
7310080;11578
7310490;11579
7313910;11580
5672740;11604
5699350;11605
5722720;11606
5740620;11607
5764590;11608
6683970;11633
6688550;11634
6690310;11635
6706860;11636
6709840;11637
6750580;11638
6785940;11639
4591610;11665
4627670;11666
4635300;11667
4639250;11668
4640810;11669
4644120;11670
4653270;11671
4683650;11672
4687190;11673
6863380;11696
6903290;11697
6952620;11698
6395010;11727
6395230;11728
6395590;11729
6396020;11730
6396250;11731
6423590;11732
6451590;11733
6455810;11734
6462090;11735
6468660;11736
5748130;11757
5750420;11758
5772350;11759
5790430;11760
5214800;11786
5255450;11787
5155600;11816
5167120;11817
5220200;11818
5255290;11819
5266120;11820
5256470;11846
5261640;11847
5263810;11848
5268510;11849
5288320;11850
5347610;11851
6022430;11874
6030670;11875
6057930;11876
5196897;11904
5219072;11905
5247484;11906
5289799;11907
5291419;11908
7285200;11934
7291430;11935
7395470;11936
6249077;11964
6269125;11965
6269505;11966
6296550;11967
6325515;11968
6327252;11969
6327574;11970
6204380;11994
6228970;11995
6283020;11996
6287860;11997
6001330;12022
6023190;12023
6067440;12024
6101460;12025
6106740;12026
5812540;12050
5846610;12051
5865030;12052
5873560;12053
6619400;12078
6668612;12079
6697963;12080
5927400;12105
5974770;12106
6011520;12107
6934365;12132
7007994;12133
7012091;12134
5563400;12159
5567920;12160
5593660;12161
5638280;12162
5639550;12163
5640140;12164
5689228;12186
5700235;12187
5702513;12188
5039730;12213
5042920;12214
5083260;12215
5084210;12216
5116220;12217
5128450;12218
5132740;12219
5147480;12220
5175730;12239
5176550;12240
5195090;12241
5217750;12242
5238540;12243
5238540;12244
5269140;12245
5893830;12265
5906760;12266
5907260;12267
5909120;12268
5953850;12269
5976450;12270
5887520;12294
5916450;12295
5961190;12296
6405530;12322
6421070;12323
6424600;12324
6436510;12325
6460760;12326
5676050;12350
5680260;12351
5688620;12352
5705740;12353
5763210;12377
5778150;12378
5852020;12379
5864930;12380
6009640;12403
6014920;12404
6053780;12405
6095520;12406
6109960;12429
6113380;12430
6132070;12431
6137840;12432
6176930;12433
6625400;12455
6654780;12456
6685090;12457
6689730;12458
6708920;12459
5951840;12481
5972780;12482
5979150;12483
5980520;12484
5982230;12485
6000270;12486
6004150;12487
6026680;12488
5999530;12508
6014890;12509
6034700;12510
6046020;12511
6063840;12512
6065380;12513
6922480;12536
6922920;12537
6931050;12538
6963790;12539
5720420;12561
5735010;12562
5735250;12563
5757030;12564
5784930;12565
5785930;12566
5171170;12588
5195450;12589
5088830;12614
5091740;12615
5107220;12616
5120030;12617
5186630;12618
5258010;12640
5294060;12641
5304780;12642
5305220;12643
5306930;12644
6079775;12666
6101558;12667
6143028;12668
4920220;12692
4920680;12693
4925000;12694
4974620;12695
4979920;12696
4981770;12697
5004360;12698
6726892;12720
6727972;12721
6800548;12722
6737734;12750
6786521;12751
6790933;12752
6828246;12753
6838993;12754
5824470;12780
5837680;12781
5838110;12782
5840520;12783
5899320;12784
5904370;12785
5907070;12786
5923350;12787
5925070;12788
5927970;12789
5933540;12790
6599860;12807
6648990;12808
6656880;12809
6692980;12810
6135767;12835
6136233;12836
6140209;12837
6166753;12838
6204985;12839
6721301;12865
6732362;12866
6750252;12867
6766904;12868
6804185;12869
6914660;12895
6937110;12896
6946950;12897
6948190;12898
6982720;12899
6983430;12900
5992020;12925
6001920;12926
6016360;12927
6039060;12928
6107060;12955
6126620;12956
6144300;12957
6167120;12958
6172990;12959
6060606;12984
6094625;12985
6094711;12986
5931920;13011
5934850;13012
5951720;13013
5968800;13014
5973730;13015
5986450;13016
5986660;13017
6016800;13018
6018980;13019
6021900;13020
6132390;13040
6133620;13041
6169640;13042
6205660;13043
5280900;13070
5296250;13071
5308910;13072
5317780;13073
5338160;13074
5378760;13075
5380430;13076
5397770;13077
6081570;13100
6129010;13101
6181330;13102
6064230;13131
6064550;13132
6076440;13133
6085150;13134
6085730;13135
6110180;13136
6124750;13137
4024540;13164
4026020;13165
4045010;13166
4062070;13167
4064930;13168
4070870;13169
4073020;13170
4079780;13171
4091370;13172
4093650;13173
4101110;13174
6048800;13196
6068539;13197
6094501;13198
6133807;13199
6136889;13200
6159010;13201
7069196;13223
7082568;13224
7088604;13225
7093863;13226
7097754;13227
7123672;13228
7150446;13229
7155756;13230
7158138;13231
6011190;13251
6054430;13252
6057210;13253
6066670;13254
6307720;13272
6318430;13273
6415230;13274
6141600;13294
6146800;13295
6147300;13296
6151100;13297
6161500;13298
6161800;13299
6165200;13300
6168300;13301
6187800;13302
6213300;13303
6695470;13317
6696243;13318
6700327;13319
6769957;13320
6776378;13321
6172220;13339
6188070;13340
6196730;13341
6197090;13342
6238050;13343
7072770;13370
7073659;13371
7105570;13372
7107370;13373
7108320;13374
7109380;13375
7137210;13376
7141410;13377
6905710;13396
6919900;13397
6925660;13398
6930690;13399
6981180;13400
6416400;13427
6424849;13428
6430769;13429
6432708;13430
6435135;13431
6441677;13432
6447666;13433
6480967;13434
6498879;13435
5980130;13458
5981680;13459
6014000;13460
6051210;13461
6054280;13462
5506060;13488
5524370;13489
5525630;13490
5553820;13491
5577790;13492
5509300;13524
5523630;13525
5530200;13526
5569570;13527
5596670;13528
5599110;13529
5836490;13553
5856620;13554
5870990;13555
5871240;13556
5908580;13557
6105930;13583
6107820;13584
5270300;13617
5287260;13618
5293930;13619
5298780;13620
5300410;13621
5349520;13622
7103267;13651
7105293;13652
7182146;13653
7203882;13654
7211405;13655
6000000;13678
6006770;13679
6015760;13680
6046690;13681
6063260;13682
5511680;13705
5574130;13706
5578070;13707
5578290;13708
6316780;13728
6338250;13729
6340620;13730
6404950;13731
6433240;13732
6435050;13733
6452020;13734
6138400;13750
6139700;13751
6184300;13752
6206800;13753
6798471;13775
6840885;13776
6848443;13777
6871299;13778
6880763;13779
6140430;13802
6171400;13803
6188450;13804
6173230;13832
6176690;13833
6208610;13834
6264230;13835
7191470;13861
7202600;13862
7256310;13863
6413729;13886
6433495;13887
6447595;13888
6469548;13889
6473212;13890
6474095;13891
6477222;13892
6485342;13893
6058600;13913
6071300;13914
6082150;13915
6083420;13916
6102520;13917
6113670;13918
6140150;13919
6149270;13920
6172170;13921
6259660;13943
6275840;13944
6102700;13973
6130400;13974
6155100;13975
6156900;13976
6220000;13977
6253000;13978
6256600;13979
6270900;13980
6328700;13981
6330000;13982
6394400;13983
6400800;13984
6427900;13985
5407860;14001
5418650;14002
5419840;14003
5420300;14004
5429350;14005
5442200;14006
5467310;14007
6292090;14026
6293010;14027
6294180;14028
6299030;14029
6314550;14030
6337120;14031
6348370;14032
5435600;14053
5437900;14054
5438600;14055
5455000;14056
5455100;14057
5471300;14058
5479500;14059
5488500;14060
5493100;14061
5508000;14062
5537800;14063
6009626;14082
6015957;14083
6019992;14084
6029371;14085
6051437;14086
6055882;14087
6056098;14088
6082583;14089
6160742;14109
6168772;14110
6223066;14111
6223200;14112
6228720;14113
6228932;14114
6238860;14136
5966290;14162
5972200;14163
5983350;14164
6002080;14165
6020540;14166
6045940;14167
6281170;14185
6286960;14186
6307830;14187
6324450;14188
6343050;14189
6346290;14190
6347980;14191
6380790;14192
6393010;14193
6430770;14194
6196900;14208
6200640;14209
6213820;14210
6214210;14211
6225540;14212
6260540;14213
6269810;14214
2573700;14236
2574800;14237
7281310;14262
7284090;14263
7299120;14264
7319760;14265
7322170;14266
7323380;14267
6233980;14288
6253200;14289
6275800;14290
6294060;14291
6297820;14292
6322430;14293
7158319;14312
7164607;14313
7187414;14314
7202699;14315
7249082;14316
6417400;14338
6418460;14339
6472460;14340
6018840;14363
6020430;14364
6021150;14365
6058610;14366
6080920;14367
6086240;14368
6088450;14369
6098620;14370
6110520;14371
6114860;14372
6115610;14373
6115970;14374
4925000;14389
6074100;14417
6171800;14418
6217400;14419
6285500;14420
6304400;14421
6379600;14422
6524500;14423
6535000;14424
3476690;14443
3503720;14444
3511540;14445
3549350;14446
3560020;14447
3566970;14448
3575760;14449
4962600;14473
4979200;14474
4985800;14475
5017700;14476
5019700;14477
5038500;14478
6178175;14501
6183118;14502
6225812;14503
6227650;14504
6228161;14505
6228496;14506
6282206;14507
6062010;14525
6071280;14526
6082420;14527
6093800;14528
6113850;14529
6174490;14530
5077060;14550
5090630;14551
6160960;14575
6194900;14576
6203120;14577
6205150;14578
6207190;14579
6217000;14580
6229350;14581
6231500;14582
7229560;14602
7265170;14603
6260570;14629
6260920;14630
6306180;14631
6312590;14632
6328620;14633
6331110;14634
7083700;14661
7112500;14662
7132600;14663
7146800;14664
7111391;14689
7111771;14690
7114716;14691
7164898;14692
7187794;14693
6180350;14716
6188600;14717
6210620;14718
6211640;14719
6214630;14720
6231870;14721
6254300;14722
4915020;14743
4935380;14744
4942860;14745
4943130;14746
4952560;14747
4953160;14748
6182200;14773
6197500;14774
6243700;14775
6249400;14776
6095000;14807
6145700;14808
6178300;14809
6179200;14810
6180000;14811
6233100;14812
6273700;14813
6300900;14814
6301400;14815
6352700;14816
6412700;14817
6481300;14818
6618100;14819
5324720;14839
5367640;14840
5386260;14841
5394110;14842
5397800;14843
5398540;14844
4976600;14870
4977400;14871
5001300;14872
5064300;14873
6026136;14901
6039170;14902
6040630;14903
6041805;14904
6081458;14905
6021439;14931
6032174;14932
6091823;14933
6099192;14934
6107243;14935
6108945;14936
6111451;14937
6978220;14961
6982910;14962
7011410;14963
7020790;14964
6235600;14980
6249100;14981
6342000;14982
6191070;15000
6215620;15001
6216130;15002
6498700;15025
6541400;15026
6571800;15027
6133430;15047
6165270;15048
6256220;15049
7064300;15070
7065600;15071
7006049;15095
7010088;15096
7020716;15097
7024117;15098
7032047;15099
6096520;15116
6137440;15117
6143000;15118
6143450;15119
6145420;15120
6179060;15121
6185710;15122
6186050;15123
6202280;15124
5358500;15141
5361300;15142
5361500;15143
5361900;15144
5395100;15145
5403200;15146
5430200;15147
5435900;15148
5952450;15170
5968280;15171
6015460;15172
6021580;15173
6025820;15174
6123000;15194
6124600;15195
6164200;15196
6176800;15197
6202900;15198
6207300;15199
6208200;15200
6208700;15201
6254800;15202
6265500;15203
6330300;15204
6341700;15205
6352000;15206
5328780;15216
5337790;15217
5375420;15218
5376690;15219
5410080;15220
5427180;15221
5357000;15239
5357800;15240
5385800;15241
5390200;15242
5403200;15243
5416800;15244
5445700;15245
7144083;15264
7176817;15265
7178588;15266
7180597;15267
6075779;15290
6076447;15291
6098709;15292
6126005;15293
6156146;15294
6183724;15295
7079100;15318
7105060;15319
7138490;15320
7145820;15321
7148210;15322
6349100;15340
6363200;15341
6374900;15342
6387600;15343
6398100;15344
7421200;15366
7440120;15367
8815300;15392
8853500;15393
6247300;15417
6273900;15418
6305400;15419
6319300;15420
6742500;15442
6770200;15443
6774400;15444
6791800;15445
6799300;15446
6838600;15447
6850600;15448
6887600;15449
6918000;15450
6922000;15451
6470200;15467
6474300;15468
6542700;15469
6132300;15493
6180600;15494
6199000;15495
6272500;15496
6288000;15497
6311900;15498
6312400;15499
6443000;15500
6452500;15501
6476000;15502
5356660;15520
5357840;15521
5393190;15522
5401420;15523
5402300;15524
5417850;15525
5425750;15526
5438110;15527
5398400;15545
5412900;15546
5422200;15547
5434100;15548
5464000;15549
5480300;15550
6197100;15572
6245300;15573
6251700;15574
6257800;15575
6264100;15576
6105354;15596
6137622;15597
6142882;15598
6187870;15599
6188473;15600
6455500;15627
6476400;15628
6486900;15629
6524900;15630
6543400;15652
6546800;15653
6601500;15654
6621300;15655
6630400;15656
6741300;15673
6766900;15674
6794600;15675
6808000;15676
6980000;15695
6987990;15696
6402300;15718
6430420;15719
6436370;15720
6439470;15721
6443380;15722
6478320;15723
6479230;15724
6487210;15725
5491500;15741
5527600;15742
5542000;15743
5356300;15765
5386400;15766
5393400;15767
5481300;15768
5505400;15769
5534900;15770
5555300;15771
5748000;15772
5753300;15773
5423910;15788
5428030;15789
5443680;15790
5455780;15791
5472340;15792
5508420;15793
5521330;15794
4692600;15810
4692610;15811
4692690;15812
4692780;15813
4693210;15814
4724960;15815
4777430;15816
6913100;15834
6951400;15835
7008900;15836
6231991;15860
6272053;15861
6276061;15862
6288740;15863
6291994;15864
6308417;15865
6575400;15889
6583500;15890
6592500;15891
6648500;15892
7858200;15912
6877400;15934
6900500;15935
6928800;15936
6965700;15937
5890100;15955
5891200;15956
5993800;15957
6048600;15958
6101900;15959
6643400;15972
6673400;15973
6957000;15996
6964610;15997
7001830;15998
7002660;15999
7036420;16000
7036650;16001
7097160;16002
7124170;16003
7146610;16004
7022000;16019
7054900;16020
7076400;16021
7076800;16022
6120300;16042
6121000;16043
6202100;16044
6235400;16045
5643414;16067
5661271;16068
5661881;16069
5666149;16070
5669667;16071
5671757;16072
5677780;16073
5684708;16074
5689355;16075
5691594;16076
5696212;16077
5697731;16078
5703253;16079
5713101;16080
5737864;16081
6137300;16087
6137910;16088
6225180;16089
5947100;16111
5952830;16112
5952900;16113
5953250;16114
5953510;16115
6010560;16116
4878400;16138
4893200;16139
4936300;16140
7052790;16158
7089180;16159
7097960;16160
6808300;16185
6832940;16186
6854270;16187
6855350;16188
6858410;16189
6893060;16190
6639100;16203
6657900;16204
6670900;16205
6688300;16206
8214000;16221
7019400;16235
7036700;16236
7054000;16237
7072300;16238
7602080;16251
7626600;16252
7632590;16253
7639240;16254
7639750;16255
7672890;16256
7007400;16266
7064500;16267
7064700;16268
6955600;16279
6595400;16296
6653100;16297
6797000;16298
6834200;16299
5951260;16310
5951340;16311
5951430;16312
5951450;16313
5984700;16314
7165700;16325
7211900;16326
7217700;16327
7076840;16345
7123830;16346
6848800;16363
6851360;16364
6887280;16365
6895840;16366
6947320;16367
6836600;16380
6861900;16381
6867000;16382
8102100;16403
8118000;16404
7232300;16417
7234500;16418
6002100;16435
6014200;16436
6041700;16437
9971200;16453
10065130;16454
8740900;16472
8859500;16473
7280300;16489
7284700;16490
8343200;16509
8586400;16510
8592600;16511
8698400;16512
8724300;16513
8728200;16514
8734200;16515
8819600;16516
8836900;16517
8954600;16518
6014800;16529
6103200;16530
6103400;16531
8831200;16551
7160290;16572
7184970;16573
7003950;16592
7083270;16593
7104600;16594
7105040;16595
7545900;16613
7572300;16614
9274300;16631
8085100;16650
8108700;16651
8110800;16652
8112400;16653
6049400;16667
6112400;16668
6149400;16669
6183300;16670
8001300;16685
8050800;16686
7165600;16700
7178400;16701
7182200;16702
7187400;16703
7555700;16721
7594200;16722
7594700;16723
7701400;16724
7886400;16725
8077800;16726
8083600;16727
9640000;16745
9701900;16746
6225000;16763
6225200;16764
6248100;16765
6281600;16766
7393200;16781
7399500;16782
7168700;16799
7254060;16800
9190500;16818
9230700;16819
7751300;16834
7793400;16835
6511300;16852
6520800;16853
7993400;16869
8003000;16870
8432500;16889
8823000;16906
8867400;16907
8975600;16908
9224400;16909
9331900;16910
9479400;16911
6434800;16925
6440600;16926
6440900;16927
7780110;16947
7595340;16966
7603220;16967
7606000;16984
7635000;16985
7637800;16986
7660400;16987
9459600;17015
9523600;17016
9561500;17017
8614800;17032
8659600;17033
9698400;17051
9724700;17052
9851900;17053
9871500;17054
7525400;17068
7528600;17069
7553000;17070
7565000;17071
7600000;17072
7439100;17091
7447100;17092
7452100;17093
7484200;17094
7672400;17108
7688300;17109
7693800;17110
7882000;17111
7953600;17112
7981000;17113
8030900;17114
7492800;17129
7496100;17130
7509300;17131
7568700;17132
8436100;17152
8448600;17153
8493600;17154
7712100;17170
7714990;17171
7772250;17172
7826520;17173
9679500;17189
7655400;17212
7709000;17213
7600500;17230
7603900;17231
7648600;17232
7719100;17233
7669100;17248
7693200;17249
7694000;17250
7739700;17251
7801200;17252
8107000;17265
8109800;17266
8187600;17267
7924800;17290
8000400;17291
8217600;17292
8247900;17293
7578230;17313
7584410;17314
7851800;17333
7917800;17334
8198000;17357
8228500;17358
7790320;17376
7859260;17377
7859950;17378
7872180;17379
9709700;17395
9714300;17396
9722500;17397
9723800;17398
8867600;17420
9161600;17421
7693700;17444
7854300;17465
7919200;17466
7928200;17467
7989500;17468
8007700;17469
8049600;17489
8075400;17490
8087200;17491
7986800;17515
8064300;17516
8151700;17517
8478300;17518
8659600;17544
8754600;17545
8362100;17577
8396400;17578
7792100;17601
7893200;17602
7906800;17603
7862100;17626
7889300;17627
7943200;17628
9989700;17648
9991000;17649
10073800;17650
7652300;17672
7696400;17673
7778800;17674
7778900;17675
7625500;17698
8780800;17720
8830000;17721
8885600;17722
8897600;17723
9525300;17746
9527800;17747
9529700;17748
9567400;17749
9604900;17750
9609100;17751
9802600;17752
9825400;17753
9832300;17754
10020000;17755
10020600;17756
10020800;17757
10077100;17758
8948400;17777
8978200;17778
9006200;17779
9006600;17780
9039700;17781
7633000;17808
7642200;17809
7683300;17828
7733100;17829
7733600;17830
7737100;17831
9950100;17849
9953700;17850
9991400;17851
7312100;17870
7313000;17871
7325200;17872
7334300;17873
7334400;17874
7392200;17875
7398800;17876
7401900;17877
7383800;17887
7384500;17888
7403300;17889
7429400;17890
7470600;17891
7474800;17892
7550900;17893
7619400;17894
8057500;17913
8057600;17914
8118500;17915
8127800;17916
8159300;17917
8159400;17918
8252900;17919
9653600;17944
9699600;17945
9700400;17946
9722200;17947
9729800;17948
9739800;17949
8292400;17975
8313800;17976
8314900;17977
8369500;17978
8405500;17979
8453800;17980
8495500;17981
8615500;17982
8616100;17983
9023900;17984
7393000;18008
7424200;18009
7541400;18010
7553400;18011
7553500;18012
8025800;18047
8030100;18048
8074800;18049
8083800;18050
8269500;18067
8295800;18068
8306400;18069
8322800;18070
10425500;18089
10477600;18090
10487400;18091
12971360;18113
12984110;18114
13158660;18115
13159340;18116
13162710;18117
13221970;18118
13236950;18119
13288840;18120
13471270;18121
13491640;18122
13641940;18123
13648560;18124
13702070;18125
7307200;18146
7331200;18147
7363800;18148
7364900;18149
8497300;18167
8560600;18168
7044900;18186
7093200;18187
7096800;18188
7464300;18209
7513900;18210
7553900;18211
8340030;18234
8398000;18235
8453260;18236
8458840;18237
8469200;18249
8616800;18250
8932200;18266
8970200;18267
8984200;18268
10551300;18289
10571700;18290
13249200;18313
13272480;18314
13299840;18315
13356290;18316
13375640;18317
13446180;18318
13499120;18319
13499730;18320
13500240;18321
13503680;18322
13591680;18323
13618930;18324
13649600;18325
13650740;18326
13749060;18327
13950890;18328
7526800;18346
7541000;18347
7609800;18348
7286500;18361
7314000;18362
7384200;18363
7394000;18364
7394200;18365
7412200;18366
9011600;18383
9033800;18384
9034000;18385
