milliseconds;resultId
6034818;1502
6037818;1503
6053518;1504
6078218;1505
6086418;1506
5055757;1515
5069362;1516
5090430;1517
5116180;1518
5124293;1519
5126355;1520
5467490;1535
5472512;1536
5479058;1537
5481105;1538
5504850;1539
5520588;1540
5535367;1541
5314875;1555
5316242;1556
5341562;1557
5347089;1558
5367335;1559
5368031;1560
5373030;1561
5179670;1575
5189372;1576
5201287;1577
5203324;1578
5215886;1579
5216353;1580
5235400;1581
5252841;1595
5266131;1596
5285135;1597
5285793;1598
5295168;1599
5326645;1600
5329949;1601
6346601;1615
6347098;1616
6422367;1617
5555101;1635
5573090;1636
5577634;1637
5608774;1638
5616088;1639
5628549;1640
5631307;1641
5304803;1655
5309911;1656
5325212;1657
6029914;1675
6032864;1676
6051950;1677
6064458;1678
6067448;1679
5418133;1695
5426462;1696
5449755;1697
5450215;1698
5450615;1699
5453653;1700
5454363;1701
5461552;1702
5470527;1703
5476299;1704
5082700;1715
5084830;1716
5085814;1717
5093383;1718
5094873;1719
5095588;1720
5102368;1721
5106401;1722
5106723;1723
5107535;1724
5116436;1725
5117003;1726
5034848;1735
5043236;1736
5051199;1737
5054079;1738
5057903;1739
5075956;1740
5076804;1741
5081690;1742
5101950;1743
5103426;1744
5105106;1745
5108100;1746
5726131;1755
5730827;1756
5770730;1757
5788744;1758
5793570;1759
5555274;1775
5558406;1776
5559645;1777
5567778;1778
5569378;1779
5569888;1780
5573244;1781
5573967;1782
5577389;1783
4518448;1795
4519795;1796
4528645;1797
4533818;1798
4550800;1799
4551887;1800
4552200;1801
4553879;1802
4575209;1803
4584764;1804
4600979;1805
5352420;1815
5353455;1816
5353889;1817
5384930;1818
5397613;1819
5407211;1820
5417874;1821
5432500;1822
5433039;1823
5066985;1835
5081083;1836
5086647;1837
5098766;1838
5104752;1839
5106347;1840
5122332;1841
5123261;1842
5156641;1843
5281451;1855
5282473;1856
5305550;1857
5329959;1858
5331191;1859
5331699;1860
5332077;1861
5343761;1862
5345293;1863
5682100;1875
5690775;1876
5691292;1877
5691582;1878
5720901;1879
5726028;1880
5727174;1881
5727845;1882
5747636;1883
5748074;1884
5542195;1895
5581481;1896
5606202;1897
5630221;1898
5478200;1915
5479145;1916
5484548;1917
5486296;1918
5486842;1919
5494254;1920
5516726;1921
5524127;1922
5292058;1935
5293940;1936
5294349;1937
5300861;1938
5301469;1939
5335747;1940
5337329;1941
5626933;1955
5632633;1956
5644933;1957
5688933;1958
5044888;1975
5048250;1976
5048839;1977
5087131;1978
5104628;1979
6139010;1995
6139612;1996
6140730;1997
6167528;1998
6175261;1999
6179982;2000
6180237;2001
6192276;2002
5473591;2015
5474375;2016
5474946;2017
5478072;2018
5537852;2019
5544093;2020
5683622;2035
5700443;2036
5723295;2037
5749353;2038
5749784;2039
5449213;2055
5463026;2056
5468781;2057
5487260;2058
5489502;2059
5515593;2060
5317554;2075
5323016;2076
5328210;2077
5343202;2078
5354381;2079
5360621;2080
5362639;2081
5363032;2082
5375586;2083
5381123;2084
5382761;2085
5383118;2086
5328769;2095
5394228;2096
5397829;2097
5398113;2098
5941460;2115
5958228;2116
5975997;2117
5977080;2118
5997995;2119
6014103;2120
4459838;2135
4465132;2136
4471673;2137
4472672;2138
4487729;2139
5615997;2155
5634255;2156
5653961;2157
5664326;2158
5672400;2159
5111743;2175
5122828;2176
5123357;2177
5144849;2178
5146012;2179
5163435;2180
5168537;2181
5171230;2182
5171902;2183
5173587;2184
5182748;2185
5736792;2195
5755420;2196
5761859;2197
5652912;2217
5692612;2218
5714707;2219
5722679;2220
5503662;2239
5504250;2240
5562771;2241
5570545;2242
5571225;2243
5350789;2261
5368696;2262
5370544;2263
5395514;2264
5434184;2265
5429981;2283
5465611;2284
5472604;2285
5496678;2286
5508954;2287
5510411;2288
5631562;2305
5631744;2306
5649292;2307
5650010;2308
5681527;2309
5682234;2310
5682791;2311
5700987;2312
5701280;2313
6339055;2327
6340105;2328
6406505;2329
5616111;2349
5617243;2350
5623193;2351
5653674;2352
5658923;2353
5665058;2354
5707426;2371
5707720;2372
5753861;2373
5774389;2374
5784370;2375
5505015;2393
5519593;2394
5536676;2395
5529837;2414
5530941;2415
5561812;2416
5570512;2417
5571609;2418
5272078;2436
5282581;2437
5286544;2438
5295273;2439
6109001;2457
6109435;2458
6122357;2459
6138480;2460
6146801;2461
6177805;2462
6182613;2463
4880634;2477
4882611;2478
4899079;2479
4899991;2480
4937074;2481
4958004;2482
4958443;2483
4960489;2484
4579982;2497
4580237;2498
4632561;2499
4638201;2500
4647752;2501
4648473;2502
4649029;2503
4650873;2504
4661050;2505
4662028;2506
5468000;2517
5468011;2518
5475799;2519
5477911;2520
5524847;2521
5526211;2522
5219698;2537
5220204;2538
5242990;2539
5255973;2540
5302392;2541
5906533;2557
5908250;2558
5940024;2559
5978012;2560
5979340;2561
5990676;2562
5993583;2563
6454801;2579
6478461;2580
6483356;2581
6501344;2582
6503034;2583
6503407;2584
6536361;2585
5940834;2601
5956998;2602
5444817;2623
5449169;2624
5479583;2625
5481132;2626
5530375;2627
5463305;2645
5504043;2646
5512931;2647
5514558;2648
5514921;2649
5525198;2650
5528282;2651
5543113;2652
5265927;2667
5268117;2668
5268454;2669
5307520;2670
5319702;2671
6442561;2689
6442992;2690
6473259;2691
6475015;2692
5671522;2711
5691757;2712
5712194;2713
5739638;2714
5741957;2715
5382724;2733
5386851;2734
5407717;2735
5416069;2736
5428219;2737
5447592;2738
5448922;2739
5615636;2755
5626035;2756
5632017;2757
5632742;2758
5683921;2759
5133770;2777
5167416;2778
5193051;2779
5202542;2780
4697873;2799
4743990;2800
4760679;2801
4761350;2802
4763327;2803
4763823;2804
4775400;2805
6109675;2821
6113038;2822
6113615;2823
6159362;2824
6179968;2825
4085002;2843
4095100;2844
4112744;2845
4121089;2846
4139523;2847
4144686;2848
4144988;2849
4149972;2850
4618493;2865
4623668;2866
4635828;2867
4643484;2868
4693477;2869
4700962;2870
4701600;2871
5562840;2887
5573886;2888
5574883;2889
5620263;2890
5635274;2891
5635836;2892
5253298;2909
5256452;2910
5276560;2911
5288837;2912
5289842;2913
5290420;2914
5350400;2915
5641987;2931
5653402;2932
5661996;2933
5686434;2934
5687152;2935
5688455;2936
5688902;2937
5495271;2953
5535169;2954
5537539;2955
5568051;2956
5499776;2975
5500944;2976
5550784;2977
5589052;2978
5330108;2997
5331585;2998
5350025;2999
5371420;3000
5387867;3001
5409381;3002
5635390;3019
5651456;3020
5664502;3021
5672701;3022
5683373;3023
5717315;3024
6120307;3041
6134129;3042
6568213;3062
6584102;3063
6586735;3064
6634137;3065
6648988;3066
6072313;3084
6072487;3085
6087678;3086
6090874;3087
6124521;3088
6134000;3089
6134529;3090
6142768;3091
6152212;3092
6186857;3093
5885538;3106
5900286;3107
5917947;3108
5946860;3109
5949519;3110
5961143;3111
5295818;3128
5308353;3129
5326613;3130
5134418;3150
5141870;3151
5155586;3152
5157103;3153
5161530;3154
5163498;3155
5165316;3156
5181955;3157
5185319;3158
5214082;3159
5223922;3160
6333869;3172
6341786;3173
6342324;3174
6378026;3175
6384306;3176
6401968;3177
5294494;3194
5295598;3195
5332590;3196
5337775;3197
5344408;3198
5350478;3199
5366874;3200
5382302;3201
5383164;3202
5386049;3203
5388617;3204
5251638;3216
5255448;3217
5304070;3218
5311576;3219
5319064;3220
5320931;3221
5790883;3238
5803001;3239
5808251;3240
5808819;3241
5819696;3242
5842577;3243
5861998;3244
5393435;3260
5395272;3261
5463349;3262
5472626;3263
5479129;3264
5754235;3282
5754967;3283
5772679;3284
5789504;3285
5824927;3286
5826803;3287
5843549;3288
5701659;3304
5702686;3305
5708671;3306
5735077;3307
5756357;3308
5785976;3309
5787947;3310
5763785;3326
5768710;3327
5624792;3348
5629057;3349
6571812;3370
6602288;3371
6609295;3372
6625821;3373
5653665;3392
5659903;3393
5664510;3394
5683847;3395
5740873;3396
6095727;3414
6096509;3415
6097524;3416
6098119;3417
6098532;3418
6099438;3419
6100731;3420
7104343;3436
7115435;3437
7147775;3438
7149818;3439
7152224;3440
7153244;3441
7162114;3442
7162874;3443
7193107;3444
5550144;3458
5551973;3459
5577555;3460
5577933;3461
5588750;3462
5603787;3463
5604758;3464
5618734;3465
5622189;3466
5622267;3467
5627268;3468
5627853;3469
5630636;3470
5292438;3480
5292751;3481
5314720;3482
5345241;3483
5358796;3484
5363371;3485
4918594;3502
4919601;3503
4923789;3504
4931403;3505
4935417;3506
4948473;3507
4951927;3508
4989885;3509
5026912;3510
6383536;3524
6393242;3525
6410764;3526
6415351;3527
6427344;3528
6439262;3529
6444548;3530
5143057;3546
5153526;3547
5176490;3548
5188005;3549
5191124;3550
5197973;3551
5199306;3552
5210079;3553
5216905;3554
5223799;3555
5235252;3556
5239211;3557
5244600;3558
5260802;3559
4622923;3568
4626195;3569
4634855;3570
4640553;3571
4641065;3572
4650325;3573
4650970;3574
4664720;3575
4665121;3576
4679182;3577
6114314;3590
6136933;3591
6137180;3592
6153822;3593
6177264;3594
6179468;3595
6180997;3596
5798494;3612
5799534;3613
5808237;3614
5816032;3615
5830790;3616
5833378;3617
5852902;3618
5859428;3619
5478785;3634
5483800;3635
5574473;3636
5577420;3637
5578279;3638
5506000;3656
5506702;3657
5832200;3678
5833302;3679
5892750;3680
5899653;3681
6516100;3700
6538998;3701
6573845;3702
6584234;3703
6594386;3704
6595851;3705
6604537;3706
5665400;3722
5669954;3723
5717175;3724
5719990;3725
5742876;3726
5618300;3744
5627739;3745
5665395;3746
5680838;3747
6684400;3765
6695875;3766
6725778;3767
6744763;3768
6057300;3787
6073962;3788
6117359;3789
6120532;3790
6138813;3791
5685000;3809
5704575;3810
5704747;3811
5751965;3812
6422400;3831
6444865;3832
6451599;3833
5444000;3853
5449289;3854
5483092;3855
5487976;3856
5494654;3857
5497202;3858
5517624;3859
4848000;3875
4848426;3876
4850577;3877
4855185;3878
4860613;3879
4877738;3880
4879026;3881
4879649;3882
4880784;3883
4896371;3884
4905994;3885
6326400;3896
6335833;3897
6370844;3898
6381476;3899
6382910;3900
6227407;3917
6228339;3918
6234647;3919
6259650;3920
6279089;3921
4630300;3939
4668277;3940
4671452;3941
4685971;3942
4692172;3943
4696988;3944
5534789;3961
5537000;3962
5568952;3963
5592971;3964
5595036;3965
5596148;3966
5599578;3967
5243400;3983
5249891;3984
5271062;3985
5316891;3986
5317257;3987
5319267;3988
5339453;3989
5344702;3990
5428718;4005
5448764;4006
5450895;4007
5451559;4008
5489026;4009
5524758;4010
5766990;4029
5771180;4030
5782860;4031
5800023;4032
5800721;4033
5801010;4034
5817902;4035
5827629;4036
5842392;4037
6721715;4051
6722694;4052
6733804;4053
6751634;4054
6752066;4055
6753108;4056
6768074;4057
5460673;4073
5461910;4074
5539016;4075
5544061;4076
7205654;4095
7258960;4096
7287762;4097
7310056;4098
5435896;4117
5441700;4118
5448430;4119
5453875;4120
5463882;4121
5465640;4122
5484681;4123
5500035;4124
5500663;4125
5501566;4126
4660646;4139
4663211;4140
4663865;4141
4664414;4142
4665362;4143
4697347;4144
4698399;4145
5930492;4161
5954029;4162
6005293;4163
6012276;4164
6013227;4165
6020363;4166
5281665;4183
5291870;4184
5292961;4185
5312894;4186
5313545;4187
5355217;4188
4859046;4205
4876573;4206
4883816;4207
4886211;4208
4889041;4209
4893763;4210
4938768;4211
6347149;4227
6356228;4228
6367594;4229
6377650;4230
6377864;4231
6388661;4232
6422701;4233
6423558;4234
5626717;4249
5653470;4250
5658864;4251
5665742;4252
5668820;4253
5690458;4254
5712648;4255
5728725;4256
5729299;4257
4624609;4271
4626546;4272
4628952;4273
4630480;4274
4631025;4275
4636090;4276
4637080;4277
4642248;4278
4673982;4279
4687315;4280
4687936;4281
5255999;4293
5258908;4294
5259961;4295
5268126;4296
5287858;4297
5289409;4298
5293206;4299
5305056;4300
5322454;4301
5487843;4315
5499613;4316
5501323;4317
5504259;4318
5530990;4319
5531593;4320
5532197;4321
5532620;4322
5388446;4337
5389824;4338
5414830;4339
5415575;4340
5428849;4341
5430076;4342
5445271;4343
5448875;4344
5470482;4345
5937771;4359
5939425;4360
5939574;4361
5939690;4362
5941560;4363
5942308;4364
6004916;4365
6010732;4366
6015258;4367
6015986;4368
5570400;4381
5608420;4382
5632971;4383
5647437;4384
5665471;4385
6592976;4403
6610958;4404
6895322;4425
6907489;4426
6910076;4427
6950453;4428
6960313;4429
6964235;4430
6968722;4431
6969617;4432
5606473;4447
5607235;4448
5639307;4449
5639984;4450
5640186;4451
5662040;4452
5684500;4453
5684911;4454
5687534;4455
5726156;4469
5742616;4470
5773047;4471
5787739;4472
5804646;4473
7245629;4491
7250457;4492
7283132;4493
7189307;4513
7234609;4514
7237695;4515
5763400;4535
5767583;4536
5818056;4537
5827073;4538
5789200;4557
5797327;4558
5835642;4559
5836059;4560
5851974;4561
5580874;4579
5599900;4580
5631704;4581
5647590;4582
5663381;4583
4903417;4601
4914869;4602
4937343;4603
4944934;4604
4945613;4605
5005516;4606
5007329;4607
6381134;4621
6381905;4622
6465346;4623
5295125;4641
5300727;4642
5310835;4643
5314250;4644
5324304;4645
5325021;4646
5355879;4647
5395352;4648
4663632;4661
4681897;4662
4730267;4663
4748849;4664
4749107;4665
6022915;4681
6042881;4682
6076680;4683
6078024;4684
6110304;4685
6116056;4686
5553791;4701
5555674;4702
5557003;4703
5580317;4704
5620911;4705
5634977;4706
5638301;4707
5639024;4708
5654856;4709
5655590;4710
5914154;4721
5925214;4722
6794532;4747
6800939;4748
6827908;4749
6102522;4773
6121032;4774
6145638;4775
6154412;4776
5660507;4799
5712495;4800
5725744;4801
5782256;4802
6791258;4825
6826075;4826
6862705;4827
6294171;4851
6325858;4852
6327441;4853
6330677;4854
6331231;4855
5908429;4875
5939738;4876
5971255;4877
5971722;4878
5986298;4879
5675093;4899
5691572;4900
5698981;4901
5768261;4902
5783265;4903
4976043;4923
4982031;4924
5044140;4925
5059479;4926
6385721;4947
6419119;4948
5807875;4971
5827368;4972
5832873;4973
5834847;4974
5841647;4975
5847549;4976
5861918;4977
5862423;4978
5874045;4979
5887664;4980
4707916;4995
4725695;4996
4732237;4997
4736139;4998
6112145;5019
6119393;5020
6134266;5021
6197024;5022
6197574;5023
5999044;5043
6001728;5044
6034426;5045
6529972;5067
6544892;5068
6578305;5069
5812930;5091
5832267;5092
5896734;5093
5915066;5094
6555946;5115
5739200;5139
6361693;5167
6436993;5168
5308642;5195
5363584;5196
5379321;5197
5382300;5198
6595300;5223
6632578;5224
6672124;5225
5774300;5249
5798466;5250
5861269;5251
6272100;5276
6311760;5277
6345438;5278
6347709;5279
5916200;5303
5928842;5304
5968965;5305
5403640;5331
5471768;5332
5504299;5333
5505391;5334
4957200;5359
5011979;5360
5022621;5361
5038809;5362
5047744;5363
5062645;5364
6480185;5387
6501012;5388
6550514;5389
5327100;5415
5378481;5416
5397553;5417
5432887;5418
4683200;5443
4688130;5444
4708840;5445
4733834;5446
4768775;5447
6310100;5471
6310703;5472
6330293;5473
6338103;5474
6339485;5475
6362802;5476
6027300;5499
6051989;5500
6096948;5501
6105746;5502
6953532;5527
6956897;5528
7005577;5529
7009606;5530
7055639;5531
7073395;5532
7076517;5533
6471400;5555
6473911;5556
6523887;5557
6541930;5558
5925082;5583
6004906;5584
6675485;5609
6692110;5610
6720921;5611
6722042;5612
6727612;5613
6646570;5635
6729769;5636
5600413;5661
5632823;5662
5547685;5687
5564558;5688
5574810;5689
6730947;5713
6783065;5714
6794309;5715
5801822;5739
5816349;5740
5854507;5741
5915241;5765
5915583;5766
5936450;5767
5947646;5768
5949036;5769
5138189;5791
5145849;5792
5215671;5793
5216596;5794
4720885;5817
4737549;5818
4780234;5819
4789114;5820
4812401;5821
4815639;5822
4816726;5823
6459098;5843
6531013;5844
6537140;5845
5072124;5869
5075792;5870
5087112;5871
5171887;5872
4627509;5895
4667521;5896
5566309;5921
5567291;5922
5574515;5923
5633914;5924
6027912;5947
6039347;5948
6054041;5949
6111450;5950
6123013;5951
6134333;5952
6207476;5971
6216735;5972
6241378;5973
5805320;5995
5829680;5996
5839995;5997
5853183;5998
5878954;5999
5513587;6025
5526558;6026
5535016;6027
5546934;6028
5811856;6055
5841186;6056
6970674;6085
6994588;6086
6997136;6087
7051321;6088
5320927;6117
5330378;6118
5369911;6119
5373934;6120
6659372;6149
6659587;6150
6691215;6151
6698666;6152
6740719;6153
5828299;6181
5840700;6182
5895626;6183
5888459;6212
5934906;6213
5961038;6214
5142991;6242
5182085;6243
5191386;6244
5196258;6245
5198786;6246
5223129;6247
4702032;6274
4706532;6275
4736494;6276
4738991;6277
4774639;6278
4798530;6279
4799212;6280
6379216;6306
6419355;6307
6429998;6308
6433529;6309
6436714;6310
5770721;6337
5807316;6338
5814618;6339
5816780;6340
5839090;6341
5840751;6342
5868958;6343
4695349;6367
4712399;6368
4719722;6369
4780839;6370
4788507;6371
5686659;6395
5724192;6396
5589533;6421
5603262;6422
5665036;6423
6414786;6447
6415527;6448
6468942;6449
7247828;6473
7264150;6474
7325204;6475
7333237;6476
5908128;6507
5911119;6508
5913544;6509
5926497;6510
5930088;6511
5931769;6512
5714750;6541
5716425;6542
6782334;6575
6800682;6576
6829789;6577
5931490;6609
5963322;6610
5973707;6611
6011700;6612
6013841;6613
5392205;6643
5393541;6644
5449561;6645
5880056;6677
5885059;6678
5914990;6679
5915976;6680
5255479;6711
5297772;6712
5315629;6713
4769661;6745
4783440;6746
4787279;6747
4802312;6748
4847198;6749
4870266;6750
6552796;6779
6557395;6780
6568390;6781
6574652;6782
6584185;6783
5237669;6813
5239570;6814
5269845;6815
5274979;6816
5294856;6817
5337704;6818
5342268;6819
4674319;6847
4690581;6848
4691148;6849
4702038;6850
4708782;6851
4719919;6852
4725455;6853
4749338;6854
5742304;6881
5763245;6882
5795858;6883
5805802;6884
5812337;6885
5818886;6886
5921541;6915
5932872;6916
5937450;6917
5944313;6918
5983943;6919
6001009;6920
5530695;6948
5531039;6949
5587426;6950
5611456;6951
1474899;6980
1476158;6981
1480019;6982
1505002;6983
1525436;6984
1525968;6985
1527260;6986
1535330;6987
1550466;6988
1555269;6989
1556972;6990
1573418;6991
1574202;6992
6752829;7012
6761514;7013
6806909;7014
6821187;7015
6822332;7016
5841258;7047
5854822;7048
5878980;7049
5888524;7050
5455478;7082
5460595;7083
5461718;7084
5462321;7085
5508590;7086
6766982;7117
6768069;7118
6769055;7119
6176400;7152
6186897;7153
6189785;7154
6191254;7155
6192220;7156
5555783;7187
5581134;7188
5581313;7189
5596882;7190
5602452;7191
5602726;7192
5604860;7193
5621925;7194
5625701;7195
5609606;7222
5618232;7223
5621212;7224
5650813;7225
5651825;7226
5678957;7227
4710999;7257
4750091;7258
4754087;7259
4786301;7260
4795002;7261
4847164;7292
4853684;7293
4855717;7294
4892434;7295
4895192;7296
4928655;7297
6570597;7327
6570885;7328
6598490;7329
6602430;7330
6644841;7331
6654905;7332
5191997;7362
5195547;7363
5220459;7364
5241334;7365
5281647;7366
5300848;7367
4677878;7395
4683932;7396
4685282;7397
4734097;7398
4763152;7399
4931014;7428
4933822;7429
4935203;7430
4936910;7431
4988432;7432
4989263;7433
6481461;7461
6503525;7462
6516335;7463
6524757;7464
6538991;7465
6545189;7466
5676824;7494
5684047;7495
5699293;7496
5713082;7497
5723708;7498
5749174;7499
6584570;7524
6587699;7525
6621829;7526
6631432;7527
6695730;7528
5655784;7554
5656591;7555
5657388;7556
5660219;7557
5660663;7558
5661506;7559
5661788;7560
5662082;7561
5662119;7562
5662869;7563
5663158;7564
4252092;7574
4274814;7575
4275605;7576
4298265;7577
4299452;7578
4304425;7579
4312825;7580
4323668;7581
4329024;7582
4354256;7583
7063485;7594
7074455;7595
7108460;7596
7127189;7597
7128587;7598
7135351;7599
7137961;7600
7139924;7601
